student_id,application_id,app_term_id,app_complete_dt,decision,decision_dt,deposit_flag
10007271,APP10007271,2024FA,2024-02-01,Admit,2024-02-21,0
10007272,APP10007272,2024FA,2024-02-17,Admit,2024-03-15,1
10007273,APP10007273,2025SP,2024-04-22,Admit,2024-05-06,0
10007274,APP10007274,2025SP,2024-01-03,Admit,2024-01-30,1
10007275,APP10007275,2024FA,2024-05-07,Admit,2024-06-02,1
10007276,APP10007276,2024FA,2024-05-22,Admit,2024-05-30,0
10007277,APP10007277,2024FA,2024-02-17,Admit,2024-03-01,1
10007278,APP10007278,2024FA,2024-03-16,Admit,2024-04-09,1
10007279,APP10007279,2025SP,2024-06-06,Admit,2024-07-01,1
10007280,APP10007280,2024FA,2024-05-10,Admit,2024-06-06,1
10007281,APP10007281,2024FA,2024-02-25,Admit,2024-03-16,1
10007282,APP10007282,2024FA,2024-04-30,Admit,2024-05-28,1
10007283,APP10007283,2025SP,2024-05-26,Admit,2024-06-08,1
10007284,APP10007284,2025SP,2024-05-11,Admit,2024-06-08,1
10007285,APP10007285,2025SP,2024-06-20,Admit,2024-07-05,1
10007286,APP10007286,2024FA,2024-01-11,Admit,2024-02-04,1
10007287,APP10007287,2025SP,2024-06-03,Admit,2024-06-12,1
10007288,APP10007288,2025SP,2024-04-10,Admit,2024-04-18,1
10007289,APP10007289,2024FA,2024-05-28,Admit,2024-06-23,0
10007290,APP10007290,2024FA,2024-06-16,Admit,2024-07-16,1
10007291,APP10007291,2025SP,2024-06-26,Admit,2024-07-13,1
10007292,APP10007292,2025SP,2024-01-28,Admit,2024-02-24,1
10007293,APP10007293,2025SP,2024-02-03,Admit,2024-02-20,0
10007294,APP10007294,2025SP,2024-06-24,Admit,2024-07-21,1
10007295,APP10007295,2025SP,2024-02-24,Admit,2024-03-18,1
10007296,APP10007296,2025SP,2024-06-20,Admit,2024-06-27,1
10007297,APP10007297,2024FA,2024-04-24,Admit,2024-05-04,1
10007298,APP10007298,2024FA,2024-01-08,Admit,2024-01-24,1
10007299,APP10007299,2024FA,2024-01-15,Admit,2024-01-22,0
10007300,APP10007300,2025SP,2024-06-25,Admit,2024-07-24,1
10007301,APP10007301,2025SP,2024-06-13,Admit,2024-07-09,1
10007302,APP10007302,2025SP,2024-04-03,Admit,2024-04-21,1
10007303,APP10007303,2024FA,2024-02-05,Admit,2024-03-03,0
10007304,APP10007304,2025SP,2024-05-25,Admit,2024-06-23,1
10007305,APP10007305,2025SP,2024-04-10,Admit,2024-04-19,0
10007306,APP10007306,2024FA,2024-02-24,Admit,2024-03-10,1
10007307,APP10007307,2024FA,2024-07-07,Admit,2024-07-12,1
10007308,APP10007308,2024FA,2024-06-03,Admit,2024-06-10,1
10007309,APP10007309,2024FA,2024-07-04,Admit,2024-07-19,1
10007310,APP10007310,2025SP,2024-02-29,Admit,2024-03-30,0
10007311,APP10007311,2025SP,2024-02-15,Admit,2024-03-12,1
10007312,APP10007312,2024FA,2024-02-08,Admit,2024-03-01,0
10007313,APP10007313,2024FA,2024-07-18,Admit,2024-07-29,1
10007314,APP10007314,2024FA,2024-06-24,Admit,2024-07-22,1
10007315,APP10007315,2024FA,2024-06-16,Admit,2024-06-30,1
10007316,APP10007316,2024FA,2024-06-11,Admit,2024-07-11,0
10007317,APP10007317,2024FA,2024-05-10,Admit,2024-05-26,1
10007318,APP10007318,2025SP,2024-01-05,Admit,2024-01-30,1
10007319,APP10007319,2024FA,2024-04-01,Admit,2024-04-21,0
10007320,APP10007320,2025SP,2024-02-13,Admit,2024-03-08,1
10007321,APP10007321,2024FA,2024-05-04,Admit,2024-05-14,1
10007322,APP10007322,2024FA,2024-05-05,Admit,2024-05-12,1
10007323,APP10007323,2025SP,2024-06-27,Admit,2024-07-20,1
10007324,APP10007324,2025SP,2024-07-10,Admit,2024-08-02,1
10007325,APP10007325,2024FA,2024-02-24,Admit,2024-03-09,0
10007326,APP10007326,2024FA,2024-04-09,Admit,2024-04-25,1
10007327,APP10007327,2025SP,2024-03-09,Admit,2024-04-02,1
10007328,APP10007328,2024FA,2024-01-07,Admit,2024-01-12,1
10007329,APP10007329,2024FA,2024-03-21,Admit,2024-03-28,0
10007330,APP10007330,2024FA,2024-06-01,Admit,2024-06-13,1
10007331,APP10007331,2025SP,2024-03-07,Admit,2024-04-04,1
10007332,APP10007332,2024FA,2024-07-02,Admit,2024-07-13,1
10007333,APP10007333,2025SP,2024-02-03,Admit,2024-03-03,1
10007334,APP10007334,2024FA,2024-01-04,Admit,2024-02-03,0
10007335,APP10007335,2025SP,2024-02-27,Admit,2024-03-23,1
10007336,APP10007336,2024FA,2024-03-21,Admit,2024-04-20,0
10007337,APP10007337,2024FA,2024-05-19,Admit,2024-06-05,1
10007338,APP10007338,2024FA,2024-01-07,Admit,2024-01-17,1
10007339,APP10007339,2024FA,2024-05-01,Admit,2024-05-21,1
10007340,APP10007340,2024FA,2024-03-29,Admit,2024-04-22,0
10007341,APP10007341,2025SP,2024-02-19,Admit,2024-03-01,1
10007342,APP10007342,2024FA,2024-04-16,Admit,2024-05-01,1
10007343,APP10007343,2024FA,2024-06-24,Admit,2024-07-14,0
10007344,APP10007344,2025SP,2024-01-17,Admit,2024-02-07,0
10007345,APP10007345,2024FA,2024-04-30,Admit,2024-05-28,1
10007346,APP10007346,2025SP,2024-04-25,Admit,2024-05-25,1
10007347,APP10007347,2024FA,2024-06-05,Admit,2024-06-10,0
10007348,APP10007348,2025SP,2024-02-29,Admit,2024-03-16,1
10007349,APP10007349,2024FA,2024-05-11,Admit,2024-06-09,1
10007350,APP10007350,2024FA,2024-04-07,Admit,2024-04-29,1
10007351,APP10007351,2025SP,2024-06-20,Admit,2024-07-06,0
10007352,APP10007352,2025SP,2024-01-27,Admit,2024-02-04,1
10007353,APP10007353,2024FA,2024-06-12,Admit,2024-07-04,0
10007354,APP10007354,2025SP,2024-05-28,Admit,2024-06-19,0
10007355,APP10007355,2024FA,2024-06-18,Admit,2024-07-06,1
10007356,APP10007356,2024FA,2024-07-09,Admit,2024-08-06,1
10007357,APP10007357,2025SP,2024-03-19,Admit,2024-03-30,0
10007358,APP10007358,2024FA,2024-07-07,Admit,2024-07-26,1
10007359,APP10007359,2024FA,2024-02-09,Admit,2024-02-24,0
10007360,APP10007360,2024FA,2024-05-23,Admit,2024-06-16,1
10007361,APP10007361,2025SP,2024-01-16,Admit,2024-02-06,1
10007362,APP10007362,2024FA,2024-03-31,Admit,2024-04-22,1
10007363,APP10007363,2024FA,2024-01-06,Admit,2024-01-19,1
10007364,APP10007364,2024FA,2024-06-07,Admit,2024-06-28,1
10007365,APP10007365,2024FA,2024-06-22,Admit,2024-07-04,1
10007366,APP10007366,2024FA,2024-06-17,Admit,2024-06-24,0
10007367,APP10007367,2024FA,2024-01-02,Admit,2024-01-12,1
10007368,APP10007368,2025SP,2024-04-08,Admit,2024-05-08,1
10007369,APP10007369,2024FA,2024-02-23,Admit,2024-03-16,1
10007370,APP10007370,2025SP,2024-01-31,Admit,2024-02-09,0
10007371,APP10007371,2025SP,2024-01-19,Admit,2024-02-17,1
10007372,APP10007372,2025SP,2024-04-28,Admit,2024-05-26,1
10007373,APP10007373,2024FA,2024-03-12,Admit,2024-04-07,0
10007374,APP10007374,2024FA,2024-02-01,Admit,2024-02-17,0
10007375,APP10007375,2024FA,2024-03-20,Admit,2024-04-10,1
10007376,APP10007376,2025SP,2024-01-26,Admit,2024-01-31,0
10007377,APP10007377,2025SP,2024-02-07,Admit,2024-03-08,0
10007378,APP10007378,2024FA,2024-04-05,Admit,2024-05-01,1
10007379,APP10007379,2024FA,2024-02-16,Admit,2024-03-09,1
10007380,APP10007380,2025SP,2024-04-29,Admit,2024-05-25,1
10007381,APP10007381,2025SP,2024-03-23,Admit,2024-04-18,0
10007382,APP10007382,2024FA,2024-02-06,Admit,2024-02-28,1
10007383,APP10007383,2024FA,2024-06-28,Admit,2024-07-04,0
10007384,APP10007384,2025SP,2024-06-12,Admit,2024-06-27,1
10007385,APP10007385,2025SP,2024-02-20,Admit,2024-03-02,1
10007386,APP10007386,2025SP,2024-02-06,Admit,2024-03-02,1
10007387,APP10007387,2025SP,2024-02-06,Admit,2024-03-05,0
10007388,APP10007388,2025SP,2024-02-04,Admit,2024-02-16,0
10007389,APP10007389,2025SP,2024-05-18,Admit,2024-06-09,1
10007390,APP10007390,2024FA,2024-02-10,Admit,2024-03-10,1
10007391,APP10007391,2025SP,2024-04-26,Admit,2024-05-18,1
10007392,APP10007392,2024FA,2024-07-13,Admit,2024-07-21,1
10007393,APP10007393,2024FA,2024-01-26,Admit,2024-02-24,1
10007394,APP10007394,2025SP,2024-04-13,Admit,2024-04-23,1
10007395,APP10007395,2024FA,2024-03-20,Admit,2024-03-28,0
10007396,APP10007396,2024FA,2024-02-21,Admit,2024-03-10,1
10007397,APP10007397,2025SP,2024-04-22,Admit,2024-04-28,1
10007398,APP10007398,2024FA,2024-03-29,Admit,2024-04-03,1
10007399,APP10007399,2024FA,2024-07-01,Admit,2024-07-27,1
10007400,APP10007400,2025SP,2024-06-24,Admit,2024-07-04,0
10007401,APP10007401,2025SP,2024-07-07,Admit,2024-07-24,1
10007402,APP10007402,2024FA,2024-05-14,Admit,2024-06-02,1
10007403,APP10007403,2024FA,2024-02-23,Admit,2024-03-14,1
10007404,APP10007404,2025SP,2024-01-21,Admit,2024-02-02,0
10007405,APP10007405,2024FA,2024-01-08,Admit,2024-02-03,1
10007406,APP10007406,2024FA,2024-01-04,Admit,2024-01-11,1
10007407,APP10007407,2024FA,2024-01-26,Admit,2024-02-13,1
10007408,APP10007408,2024FA,2024-01-29,Admit,2024-02-25,1
10007409,APP10007409,2025SP,2024-07-18,Admit,2024-07-27,1
10007410,APP10007410,2025SP,2024-05-09,Admit,2024-05-20,0
10007411,APP10007411,2025SP,2024-01-04,Admit,2024-01-27,1
10007412,APP10007412,2024FA,2024-02-24,Admit,2024-03-22,1
10007413,APP10007413,2025SP,2024-06-01,Admit,2024-06-28,1
10007414,APP10007414,2025SP,2024-02-04,Admit,2024-03-03,1
10007415,APP10007415,2024FA,2024-06-24,Admit,2024-07-20,1
10007416,APP10007416,2025SP,2024-05-31,Admit,2024-06-13,0
10007417,APP10007417,2025SP,2024-05-25,Admit,2024-06-03,1
10007418,APP10007418,2025SP,2024-01-19,Admit,2024-02-11,1
10007419,APP10007419,2024FA,2024-02-18,Admit,2024-02-29,1
10007420,APP10007420,2025SP,2024-04-18,Admit,2024-05-08,1
10007421,APP10007421,2025SP,2024-04-11,Admit,2024-04-20,0
10007422,APP10007422,2024FA,2024-03-19,Admit,2024-04-15,0
10007423,APP10007423,2025SP,2024-03-29,Admit,2024-04-09,0
10007424,APP10007424,2024FA,2024-07-05,Admit,2024-07-31,0
10007425,APP10007425,2024FA,2024-05-23,Admit,2024-06-01,1
10007426,APP10007426,2025SP,2024-02-07,Admit,2024-03-02,0
10007427,APP10007427,2025SP,2024-02-21,Admit,2024-03-04,1
10007428,APP10007428,2024FA,2024-02-04,Admit,2024-02-13,1
10007429,APP10007429,2024FA,2024-02-06,Admit,2024-03-05,1
10007430,APP10007430,2025SP,2024-02-27,Admit,2024-03-06,1
10007431,APP10007431,2025SP,2024-05-22,Admit,2024-06-04,0
10007432,APP10007432,2024FA,2024-03-18,Admit,2024-03-28,0
10007433,APP10007433,2024FA,2024-01-24,Admit,2024-02-05,1
10007434,APP10007434,2025SP,2024-05-29,Admit,2024-06-20,0
10007435,APP10007435,2025SP,2024-02-03,Admit,2024-03-01,1
10007436,APP10007436,2025SP,2024-03-11,Admit,2024-04-08,1
10007437,APP10007437,2025SP,2024-05-31,Admit,2024-06-15,1
10007438,APP10007438,2025SP,2024-02-27,Admit,2024-03-20,1
10007439,APP10007439,2024FA,2024-04-12,Admit,2024-05-12,1
10007440,APP10007440,2024FA,2024-05-31,Admit,2024-06-21,1
10007441,APP10007441,2024FA,2024-02-11,Admit,2024-02-21,0
10007442,APP10007442,2025SP,2024-02-10,Admit,2024-02-25,0
10007443,APP10007443,2025SP,2024-04-12,Admit,2024-05-10,1
10007444,APP10007444,2025SP,2024-05-22,Admit,2024-06-02,1
10007445,APP10007445,2024FA,2024-02-23,Admit,2024-03-20,1
10007446,APP10007446,2024FA,2024-01-18,Admit,2024-02-05,1
10007447,APP10007447,2024FA,2024-02-22,Admit,2024-03-01,1
10007448,APP10007448,2025SP,2024-05-06,Admit,2024-05-20,0
10007449,APP10007449,2024FA,2024-05-07,Admit,2024-05-13,0
10007450,APP10007450,2024FA,2024-03-27,Admit,2024-04-25,1
10007451,APP10007451,2025SP,2024-03-21,Admit,2024-04-17,1
10007452,APP10007452,2025SP,2024-07-11,Admit,2024-07-19,1
10007453,APP10007453,2024FA,2024-06-03,Admit,2024-06-16,1
10007454,APP10007454,2024FA,2024-06-22,Admit,2024-07-18,1
10007455,APP10007455,2024FA,2024-05-14,Admit,2024-06-06,0
10007456,APP10007456,2025SP,2024-06-11,Admit,2024-06-26,0
10007457,APP10007457,2025SP,2024-01-28,Admit,2024-02-10,1
10007458,APP10007458,2024FA,2024-01-02,Admit,2024-01-14,1
10007459,APP10007459,2024FA,2024-03-22,Admit,2024-04-02,0
10007460,APP10007460,2025SP,2024-03-04,Admit,2024-03-26,1
10007461,APP10007461,2025SP,2024-05-31,Admit,2024-06-29,1
10007462,APP10007462,2024FA,2024-01-08,Admit,2024-01-24,1
10007463,APP10007463,2024FA,2024-05-23,Admit,2024-06-12,0
10007464,APP10007464,2025SP,2024-05-23,Admit,2024-06-14,1
10007465,APP10007465,2024FA,2024-03-10,Admit,2024-03-22,1
10007466,APP10007466,2025SP,2024-06-12,Admit,2024-07-07,1
10007467,APP10007467,2025SP,2024-04-14,Admit,2024-04-28,1
10007468,APP10007468,2024FA,2024-06-25,Admit,2024-07-15,1
10007469,APP10007469,2024FA,2024-03-26,Admit,2024-04-14,0
10007470,APP10007470,2025SP,2024-07-17,Admit,2024-08-15,1
10007471,APP10007471,2024FA,2024-03-07,Admit,2024-03-12,1
10007472,APP10007472,2024FA,2024-03-23,Admit,2024-04-09,1
10007473,APP10007473,2024FA,2024-01-20,Admit,2024-02-16,1
10007474,APP10007474,2025SP,2024-07-10,Admit,2024-08-01,1
10007475,APP10007475,2025SP,2024-02-08,Admit,2024-02-16,0
10007476,APP10007476,2025SP,2024-07-12,Admit,2024-07-29,1
10007477,APP10007477,2025SP,2024-01-15,Admit,2024-01-31,1
10007478,APP10007478,2024FA,2024-03-30,Admit,2024-04-13,0
10007479,APP10007479,2024FA,2024-07-17,Admit,2024-07-29,1
10007480,APP10007480,2025SP,2024-01-29,Admit,2024-02-09,0
10007481,APP10007481,2025SP,2024-02-04,Admit,2024-02-23,1
10007482,APP10007482,2025SP,2024-07-11,Admit,2024-07-30,0
10007483,APP10007483,2024FA,2024-04-04,Admit,2024-04-24,1
10007484,APP10007484,2024FA,2024-06-21,Admit,2024-06-29,1
10007485,APP10007485,2025SP,2024-02-24,Admit,2024-03-17,1
10007486,APP10007486,2024FA,2024-05-13,Admit,2024-05-26,1
10007487,APP10007487,2024FA,2024-06-23,Admit,2024-07-15,1
10007488,APP10007488,2024FA,2024-02-27,Admit,2024-03-25,0
10007489,APP10007489,2025SP,2024-02-01,Admit,2024-02-07,1
10007490,APP10007490,2025SP,2024-05-09,Admit,2024-05-23,1
10007491,APP10007491,2025SP,2024-03-27,Admit,2024-04-07,1
10007492,APP10007492,2024FA,2024-03-22,Admit,2024-04-21,0
10007493,APP10007493,2025SP,2024-01-28,Admit,2024-02-06,0
10007494,APP10007494,2024FA,2024-06-06,Admit,2024-07-02,1
10007495,APP10007495,2024FA,2024-07-15,Admit,2024-07-23,1
10007496,APP10007496,2024FA,2024-04-08,Admit,2024-05-03,1
10007497,APP10007497,2025SP,2024-06-09,Admit,2024-07-05,1
10007498,APP10007498,2024FA,2024-04-13,Admit,2024-04-28,1
10007499,APP10007499,2025SP,2024-06-17,Admit,2024-06-29,1
10007500,APP10007500,2025SP,2024-01-02,Admit,2024-01-25,0
10007501,APP10007501,2025SP,2024-02-12,Admit,2024-02-20,1
10007502,APP10007502,2024FA,2024-01-22,Admit,2024-02-02,1
10007503,APP10007503,2025SP,2024-01-31,Admit,2024-02-26,0
10007504,APP10007504,2024FA,2024-03-28,Admit,2024-04-04,1
10007505,APP10007505,2024FA,2024-06-07,Admit,2024-06-24,1
10007506,APP10007506,2024FA,2024-07-15,Admit,2024-07-26,0
10007507,APP10007507,2025SP,2024-05-27,Admit,2024-06-15,0
10007508,APP10007508,2024FA,2024-06-17,Admit,2024-07-07,1
10007509,APP10007509,2024FA,2024-04-01,Admit,2024-04-18,1
10007510,APP10007510,2025SP,2024-06-02,Admit,2024-06-20,1
10007511,APP10007511,2025SP,2024-05-11,Admit,2024-05-29,1
10007512,APP10007512,2025SP,2024-02-21,Admit,2024-03-03,0
10007513,APP10007513,2025SP,2024-02-29,Admit,2024-03-10,0
10007514,APP10007514,2024FA,2024-07-08,Admit,2024-07-21,0
10007515,APP10007515,2024FA,2024-01-15,Admit,2024-01-28,1
10007516,APP10007516,2025SP,2024-01-10,Admit,2024-01-31,1
10007517,APP10007517,2025SP,2024-04-16,Admit,2024-05-04,1
10007518,APP10007518,2024FA,2024-04-03,Admit,2024-04-22,1
10007519,APP10007519,2025SP,2024-03-19,Admit,2024-04-04,1
10007520,APP10007520,2025SP,2024-03-20,Admit,2024-03-28,0
10007521,APP10007521,2025SP,2024-02-06,Admit,2024-02-13,0
10007522,APP10007522,2025SP,2024-04-30,Admit,2024-05-11,1
10007523,APP10007523,2024FA,2024-03-04,Admit,2024-03-31,1
10007524,APP10007524,2025SP,2024-05-06,Admit,2024-06-04,1
10007525,APP10007525,2024FA,2024-06-02,Admit,2024-06-23,1
10007526,APP10007526,2025SP,2024-01-26,Admit,2024-02-20,0
10007527,APP10007527,2024FA,2024-07-18,Admit,2024-08-01,1
10007528,APP10007528,2024FA,2024-02-09,Admit,2024-02-18,1
10007529,APP10007529,2024FA,2024-01-22,Admit,2024-02-21,1
10007530,APP10007530,2024FA,2024-05-29,Admit,2024-06-21,1
10007531,APP10007531,2025SP,2024-01-08,Admit,2024-02-03,1
10007532,APP10007532,2025SP,2024-05-29,Admit,2024-06-12,1
10007533,APP10007533,2025SP,2024-02-27,Admit,2024-03-11,1
10007534,APP10007534,2025SP,2024-01-05,Admit,2024-02-01,1
10007535,APP10007535,2024FA,2024-06-20,Admit,2024-07-07,1
10007536,APP10007536,2024FA,2024-04-19,Admit,2024-05-11,1
10007537,APP10007537,2025SP,2024-01-13,Admit,2024-02-07,1
10007538,APP10007538,2024FA,2024-03-14,Admit,2024-04-10,1
10007539,APP10007539,2024FA,2024-01-03,Admit,2024-01-31,0
10007540,APP10007540,2024FA,2024-04-20,Admit,2024-05-12,0
10007541,APP10007541,2024FA,2024-06-15,Admit,2024-06-25,1
10007542,APP10007542,2024FA,2024-05-14,Admit,2024-05-21,1
10007543,APP10007543,2024FA,2024-04-26,Admit,2024-05-06,0
10007544,APP10007544,2025SP,2024-02-02,Admit,2024-02-20,0
10007545,APP10007545,2025SP,2024-01-08,Admit,2024-02-05,0
10007546,APP10007546,2024FA,2024-06-15,Admit,2024-06-22,1
10007547,APP10007547,2024FA,2024-06-12,Admit,2024-06-18,0
10007548,APP10007548,2024FA,2024-01-16,Admit,2024-02-09,1
10007549,APP10007549,2024FA,2024-01-05,Admit,2024-01-16,0
10007550,APP10007550,2025SP,2024-02-24,Admit,2024-03-15,1
10007551,APP10007551,2024FA,2024-05-11,Admit,2024-06-09,1
10007552,APP10007552,2024FA,2024-03-03,Admit,2024-03-10,1
10007553,APP10007553,2025SP,2024-07-19,Admit,2024-07-27,1
10007554,APP10007554,2024FA,2024-06-10,Admit,2024-06-21,1
10007555,APP10007555,2025SP,2024-04-27,Admit,2024-05-12,1
10007556,APP10007556,2024FA,2024-04-08,Admit,2024-04-29,1
10007557,APP10007557,2025SP,2024-03-31,Admit,2024-04-29,0
10007558,APP10007558,2024FA,2024-01-08,Admit,2024-01-23,1
10007559,APP10007559,2024FA,2024-05-21,Admit,2024-06-01,0
10007560,APP10007560,2024FA,2024-02-14,Admit,2024-02-27,1
10007561,APP10007561,2025SP,2024-05-27,Admit,2024-06-03,0
10007562,APP10007562,2025SP,2024-01-06,Admit,2024-02-02,1
10007563,APP10007563,2025SP,2024-04-09,Admit,2024-04-21,1
10007564,APP10007564,2025SP,2024-05-17,Admit,2024-06-13,1
10007565,APP10007565,2025SP,2024-06-26,Admit,2024-07-25,0
10007566,APP10007566,2024FA,2024-02-10,Admit,2024-03-05,1
10007567,APP10007567,2024FA,2024-04-11,Admit,2024-04-20,1
10007568,APP10007568,2024FA,2024-04-27,Admit,2024-05-21,1
10007569,APP10007569,2025SP,2024-01-11,Admit,2024-01-25,1
10007570,APP10007570,2024FA,2024-01-30,Admit,2024-02-23,0
10007571,APP10007571,2024FA,2024-02-14,Admit,2024-03-05,0
10007572,APP10007572,2025SP,2024-02-12,Admit,2024-02-29,0
10007573,APP10007573,2024FA,2024-05-13,Admit,2024-06-08,1
10007574,APP10007574,2025SP,2024-02-12,Admit,2024-03-03,1
10007575,APP10007575,2024FA,2024-02-05,Admit,2024-02-12,1
10007576,APP10007576,2025SP,2024-03-15,Admit,2024-04-14,1
10007577,APP10007577,2024FA,2024-06-23,Admit,2024-07-19,0
10007578,APP10007578,2025SP,2024-02-10,Admit,2024-03-03,1
10007579,APP10007579,2025SP,2024-04-07,Admit,2024-04-23,1
10007580,APP10007580,2024FA,2024-02-03,Admit,2024-02-24,0
10007581,APP10007581,2024FA,2024-02-15,Admit,2024-03-16,0
10007582,APP10007582,2024FA,2024-02-17,Admit,2024-03-16,0
10007583,APP10007583,2025SP,2024-01-06,Admit,2024-01-27,1
10007584,APP10007584,2024FA,2024-04-04,Admit,2024-04-14,0
10007585,APP10007585,2025SP,2024-04-27,Admit,2024-05-04,1
10007586,APP10007586,2025SP,2024-06-09,Admit,2024-07-08,1
10007587,APP10007587,2025SP,2024-06-28,Admit,2024-07-24,1
10007588,APP10007588,2024FA,2024-01-13,Admit,2024-01-22,0
10007589,APP10007589,2024FA,2024-04-08,Admit,2024-05-06,1
10007590,APP10007590,2025SP,2024-02-14,Admit,2024-02-19,1
10007591,APP10007591,2025SP,2024-02-27,Admit,2024-03-17,1
10007592,APP10007592,2025SP,2024-02-01,Admit,2024-03-02,1
10007593,APP10007593,2025SP,2024-03-19,Admit,2024-04-14,1
10007594,APP10007594,2024FA,2024-06-23,Admit,2024-07-11,1
10007595,APP10007595,2024FA,2024-04-30,Admit,2024-05-12,1
10007596,APP10007596,2024FA,2024-02-02,Admit,2024-02-22,0
10007597,APP10007597,2024FA,2024-03-12,Admit,2024-03-18,1
10007598,APP10007598,2025SP,2024-04-22,Admit,2024-05-04,1
10007599,APP10007599,2024FA,2024-03-30,Admit,2024-04-10,1
10007600,APP10007600,2025SP,2024-04-26,Admit,2024-05-06,0
10007601,APP10007601,2024FA,2024-04-25,Admit,2024-05-08,0
10007602,APP10007602,2025SP,2024-05-29,Admit,2024-06-20,1
10007603,APP10007603,2024FA,2024-07-13,Admit,2024-08-10,1
10007604,APP10007604,2025SP,2024-01-04,Admit,2024-01-26,1
10007605,APP10007605,2024FA,2024-07-03,Admit,2024-07-22,0
10007606,APP10007606,2024FA,2024-02-24,Admit,2024-03-14,0
10007607,APP10007607,2025SP,2024-06-10,Admit,2024-06-30,1
10007608,APP10007608,2025SP,2024-04-18,Admit,2024-05-07,1
10007609,APP10007609,2024FA,2024-06-14,Admit,2024-07-12,1
10007610,APP10007610,2024FA,2024-01-17,Admit,2024-02-13,1
10007611,APP10007611,2025SP,2024-03-27,Admit,2024-04-16,1
10007612,APP10007612,2024FA,2024-03-20,Admit,2024-04-07,1
10007613,APP10007613,2024FA,2024-04-27,Admit,2024-05-24,1
10007614,APP10007614,2025SP,2024-06-13,Admit,2024-06-23,0
10007615,APP10007615,2024FA,2024-05-11,Admit,2024-05-18,0
10007616,APP10007616,2024FA,2024-05-09,Admit,2024-05-14,1
10007617,APP10007617,2025SP,2024-03-13,Admit,2024-03-24,1
10007618,APP10007618,2024FA,2024-04-01,Admit,2024-04-28,1
10007619,APP10007619,2024FA,2024-06-03,Admit,2024-07-03,1
10007620,APP10007620,2024FA,2024-07-11,Admit,2024-07-19,1
10007621,APP10007621,2024FA,2024-02-12,Admit,2024-03-01,0
10007622,APP10007622,2025SP,2024-03-24,Admit,2024-04-08,1
10007623,APP10007623,2025SP,2024-02-24,Admit,2024-03-15,1
10007624,APP10007624,2024FA,2024-06-25,Admit,2024-07-25,1
10007625,APP10007625,2024FA,2024-02-06,Admit,2024-02-21,0
10007626,APP10007626,2024FA,2024-03-11,Admit,2024-03-30,0
10007627,APP10007627,2025SP,2024-03-21,Admit,2024-04-13,1
10007628,APP10007628,2024FA,2024-01-16,Admit,2024-02-14,0
10007629,APP10007629,2024FA,2024-07-06,Admit,2024-07-23,1
10007630,APP10007630,2025SP,2024-01-18,Admit,2024-02-15,1
10007631,APP10007631,2024FA,2024-05-20,Admit,2024-06-01,0
10007632,APP10007632,2024FA,2024-06-01,Admit,2024-06-20,0
10007633,APP10007633,2025SP,2024-01-16,Admit,2024-01-21,1
10007634,APP10007634,2025SP,2024-05-16,Admit,2024-06-01,0
10007635,APP10007635,2024FA,2024-06-12,Admit,2024-07-03,1
10007636,APP10007636,2025SP,2024-05-23,Admit,2024-06-13,1
10007637,APP10007637,2024FA,2024-06-17,Admit,2024-07-13,1
10007638,APP10007638,2024FA,2024-02-10,Admit,2024-02-27,1
10007639,APP10007639,2025SP,2024-02-26,Admit,2024-03-12,0
10007640,APP10007640,2024FA,2024-05-01,Admit,2024-05-13,0
10007641,APP10007641,2025SP,2024-07-10,Admit,2024-07-18,1
10007642,APP10007642,2025SP,2024-02-16,Admit,2024-03-06,1
10007643,APP10007643,2024FA,2024-04-13,Admit,2024-05-12,1
10007644,APP10007644,2024FA,2024-03-18,Admit,2024-04-12,1
10007645,APP10007645,2024FA,2024-05-09,Admit,2024-05-14,1
10007646,APP10007646,2025SP,2024-07-07,Admit,2024-08-05,1
10007647,APP10007647,2024FA,2024-06-29,Admit,2024-07-07,1
10007648,APP10007648,2025SP,2024-01-19,Admit,2024-02-16,1
10007649,APP10007649,2024FA,2024-04-03,Admit,2024-04-23,1
10007650,APP10007650,2024FA,2024-01-28,Admit,2024-02-10,1
10007651,APP10007651,2024FA,2024-03-10,Admit,2024-04-03,0
10007652,APP10007652,2024FA,2024-01-26,Admit,2024-02-01,1
10007653,APP10007653,2024FA,2024-01-11,Admit,2024-01-29,0
10007654,APP10007654,2024FA,2024-05-15,Admit,2024-06-03,0
10007655,APP10007655,2024FA,2024-01-27,Admit,2024-02-18,1
10007656,APP10007656,2024FA,2024-05-26,Admit,2024-06-08,1
10007657,APP10007657,2024FA,2024-07-10,Admit,2024-08-09,1
10007658,APP10007658,2024FA,2024-02-16,Admit,2024-03-13,1
10007659,APP10007659,2025SP,2024-07-19,Admit,2024-08-07,1
10007660,APP10007660,2024FA,2024-06-17,Admit,2024-06-29,1
10007661,APP10007661,2025SP,2024-01-22,Admit,2024-01-29,0
10007662,APP10007662,2024FA,2024-06-04,Admit,2024-06-25,1
10007663,APP10007663,2025SP,2024-06-27,Admit,2024-07-10,1
10007664,APP10007664,2025SP,2024-02-02,Admit,2024-02-16,1
10007665,APP10007665,2024FA,2024-01-11,Admit,2024-02-07,1
10007666,APP10007666,2025SP,2024-02-09,Admit,2024-02-26,1
10007667,APP10007667,2025SP,2024-03-19,Admit,2024-03-28,0
10007668,APP10007668,2025SP,2024-06-25,Admit,2024-06-30,1
