student_id,course_section_id,term_id,enrollment_status,grade_letter,grade_points
10006350,CS228-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006351,CS365-2025FA-S02,2025FA,ENROLLED,,
10006351,ENG104-2025FA-S03,2025FA,ENROLLED,,
10006351,MATH387-2025FA-S01,2025FA,ENROLLED,,
10006351,MATH422-2025FA-S01,2025FA,ENROLLED,,
10006351,ECON392-2025SP-S01,2025SP,COMPLETED,C,2.0
10006351,ART332-2025SP-S01,2025SP,COMPLETED,A,4.0
10006351,PSYC108-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006351,CHEM131-2025SP-S01,2025SP,COMPLETED,D,1.0
10006352,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10006352,MATH296-2025FA-S01,2025FA,ENROLLED,,
10006352,MATH126-2025FA-S01,2025FA,ENROLLED,,
10006352,PHYS392-2025FA-S01,2025FA,ENROLLED,,
10006353,BUS106-2025FA-S01,2025FA,ENROLLED,,
10006353,PHIL134-2025FA-S01,2025FA,ENROLLED,,
10006353,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006353,ART192-2025FA-S01,2025FA,ENROLLED,,
10006353,SOC495-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006353,SOC312-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006353,PHYS250-2025SP-S01,2025SP,COMPLETED,C,2.0
10006354,PSYC116-2025FA-S01,2025FA,ENROLLED,,
10006354,CS377-2025FA-S01,2025FA,ENROLLED,,
10006354,CHEM286-2025FA-S02,2025FA,ENROLLED,,
10006354,ART164-2025FA-S02,2025FA,ENROLLED,,
10006354,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006354,ART323-2025SP-S01,2025SP,COMPLETED,C,2.0
10006354,PHYS243-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006354,BIO477-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006355,CS451-2025FA-S02,2025FA,ENROLLED,,
10006355,CS241-2025FA-S01,2025FA,ENROLLED,,
10006355,ECON250-2025FA-S01,2025FA,ENROLLED,,
10006355,BUS301-2025FA-S03,2025FA,ENROLLED,,
10006355,PSYC212-2025FA-S01,2025FA,ENROLLED,,
10006356,ART207-2025FA-S01,2025FA,ENROLLED,,
10006356,STAT192-2025FA-S01,2025FA,ENROLLED,,
10006356,ART323-2025FA-S01,2025FA,ENROLLED,,
10006356,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10006356,CS320-2025FA-S01,2025FA,ENROLLED,,
10006357,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10006357,BIO113-2025FA-S01,2025FA,ENROLLED,,
10006357,HIST344-2025FA-S01,2025FA,ENROLLED,,
10006357,HIST329-2025FA-S01,2025FA,ENROLLED,,
10006358,MATH126-2025FA-S01,2025FA,ENROLLED,,
10006358,ART316-2025FA-S01,2025FA,ENROLLED,,
10006358,MATH442-2025FA-S03,2025FA,ENROLLED,,
10006358,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006359,SOC312-2025FA-S01,2025FA,ENROLLED,,
10006359,ART192-2025FA-S03,2025FA,ENROLLED,,
10006359,BUS301-2025FA-S01,2025FA,ENROLLED,,
10006359,BUS333-2025FA-S01,2025FA,ENROLLED,,
10006359,ECON392-2025FA-S01,2025FA,ENROLLED,,
10006360,PHIL376-2025FA-S01,2025FA,ENROLLED,,
10006360,CS438-2025FA-S01,2025FA,ENROLLED,,
10006360,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10006360,ART152-2025FA-S01,2025FA,ENROLLED,,
10006360,ENG287-2025FA-S01,2025FA,ENROLLED,,
10006360,PHIL376-2025SP-S01,2025SP,COMPLETED,B,3.0
10006360,STAT426-2025SP-S02,2025SP,COMPLETED,C,2.0
10006360,ECON152-2025SP-S01,2025SP,COMPLETED,F,0.0
10006360,CHEM181-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006361,MATH296-2025FA-S01,2025FA,ENROLLED,,
10006361,STAT413-2025FA-S02,2025FA,ENROLLED,,
10006361,MATH442-2025FA-S01,2025FA,ENROLLED,,
10006361,SOC436-2025FA-S01,2025FA,ENROLLED,,
10006361,PHYS250-2025FA-S01,2025FA,ENROLLED,,
10006361,BIO160-2025SP-S02,2025SP,COMPLETED,B-,2.7
10006361,ENG432-2025SP-S02,2025SP,COMPLETED,A-,3.7
10006361,CS342-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006362,ECON406-2025FA-S03,2025FA,ENROLLED,,
10006362,BUS106-2025FA-S02,2025FA,ENROLLED,,
10006362,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10006362,BUS312-2025FA-S01,2025FA,ENROLLED,,
10006362,HIST254-2025FA-S01,2025FA,ENROLLED,,
10006362,CHEM379-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006362,ENG432-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006362,BIO160-2025SP-S02,2025SP,COMPLETED,C+,2.3
10006362,BUS106-2025SP-S01,2025SP,COMPLETED,F,0.0
10006363,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10006363,SOC239-2025FA-S02,2025FA,ENROLLED,,
10006363,BIO222-2025FA-S02,2025FA,ENROLLED,,
10006363,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10006363,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006363,STAT426-2025SP-S02,2025SP,COMPLETED,A,4.0
10006363,SOC436-2025SP-S02,2025SP,COMPLETED,B+,3.3
10006363,BIO256-2025SP-S02,2025SP,COMPLETED,D,1.0
10006363,MATH267-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006364,BIO192-2025FA-S01,2025FA,ENROLLED,,
10006364,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006364,PHYS137-2025FA-S02,2025FA,ENROLLED,,
10006364,PSYC212-2025FA-S01,2025FA,ENROLLED,,
10006364,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006365,CHEM190-2025FA-S01,2025FA,ENROLLED,,
10006365,ENG226-2025FA-S01,2025FA,ENROLLED,,
10006365,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006365,STAT413-2025FA-S01,2025FA,ENROLLED,,
10006365,MATH296-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006365,BIO477-2025SP-S03,2025SP,COMPLETED,C,2.0
10006365,ART188-2025SP-S01,2025SP,COMPLETED,F,0.0
10006366,BUS199-2025FA-S01,2025FA,ENROLLED,,
10006366,SOC228-2025FA-S01,2025FA,ENROLLED,,
10006366,HIST269-2025FA-S01,2025FA,ENROLLED,,
10006366,HIST254-2025FA-S01,2025FA,ENROLLED,,
10006366,ART188-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006366,BUS333-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006366,BIO493-2025SP-S01,2025SP,COMPLETED,C,2.0
10006366,ENG226-2025SP-S03,2025SP,COMPLETED,A-,3.7
10006367,STAT413-2025FA-S02,2025FA,ENROLLED,,
10006367,BIO477-2025FA-S01,2025FA,ENROLLED,,
10006367,BIO113-2025FA-S01,2025FA,ENROLLED,,
10006367,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006367,ECON406-2025SP-S02,2025SP,COMPLETED,A-,3.7
10006367,BUS312-2025SP-S01,2025SP,COMPLETED,F,0.0
10006367,ART323-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006367,BIO256-2025SP-S02,2025SP,COMPLETED,C,2.0
10006368,CHEM286-2025FA-S02,2025FA,ENROLLED,,
10006368,HIST254-2025FA-S01,2025FA,ENROLLED,,
10006368,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006368,MATH267-2025FA-S01,2025FA,ENROLLED,,
10006368,BUS301-2025FA-S01,2025FA,ENROLLED,,
10006369,MATH197-2025FA-S01,2025FA,ENROLLED,,
10006369,SOC317-2025FA-S01,2025FA,ENROLLED,,
10006369,MATH422-2025FA-S03,2025FA,ENROLLED,,
10006369,MATH387-2025FA-S01,2025FA,ENROLLED,,
10006369,ART372-2025SP-S01,2025SP,COMPLETED,C,2.0
10006369,PHYS301-2025SP-S02,2025SP,COMPLETED,B-,2.7
10006369,CS377-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006369,BUS106-2025SP-S01,2025SP,COMPLETED,C,2.0
10006370,BIO192-2025FA-S01,2025FA,ENROLLED,,
10006370,SOC239-2025FA-S02,2025FA,ENROLLED,,
10006370,PHIL241-2025FA-S01,2025FA,ENROLLED,,
10006370,STAT480-2025FA-S02,2025FA,ENROLLED,,
10006370,SOC488-2025FA-S01,2025FA,ENROLLED,,
10006370,PHYS137-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006370,ECON297-2025SP-S01,2025SP,COMPLETED,F,0.0
10006370,PSYC240-2025SP-S02,2025SP,COMPLETED,B,3.0
10006370,STAT192-2025SP-S01,2025SP,COMPLETED,C,2.0
10006371,CS438-2025FA-S01,2025FA,ENROLLED,,
10006371,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006371,BIO192-2025FA-S01,2025FA,ENROLLED,,
10006371,PHYS243-2025FA-S01,2025FA,ENROLLED,,
10006371,MATH197-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006371,PHIL375-2025SP-S01,2025SP,COMPLETED,A,4.0
10006371,STAT480-2025SP-S01,2025SP,COMPLETED,D,1.0
10006372,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10006372,PHYS243-2025FA-S01,2025FA,ENROLLED,,
10006372,MATH422-2025FA-S02,2025FA,ENROLLED,,
10006372,MATH422-2025FA-S03,2025FA,ENROLLED,,
10006373,CHEM379-2025FA-S02,2025FA,ENROLLED,,
10006373,MATH422-2025FA-S01,2025FA,ENROLLED,,
10006373,ENG153-2025FA-S01,2025FA,ENROLLED,,
10006373,BUS252-2025FA-S01,2025FA,ENROLLED,,
10006374,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006374,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006374,ART348-2025FA-S01,2025FA,ENROLLED,,
10006374,STAT426-2025FA-S01,2025FA,ENROLLED,,
10006375,ART164-2025FA-S02,2025FA,ENROLLED,,
10006375,BIO113-2025FA-S01,2025FA,ENROLLED,,
10006375,ENG432-2025FA-S01,2025FA,ENROLLED,,
10006375,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10006375,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10006375,ENG287-2025SP-S01,2025SP,COMPLETED,A,4.0
10006375,HIST269-2025SP-S01,2025SP,COMPLETED,A,4.0
10006375,CHEM181-2025SP-S03,2025SP,COMPLETED,C+,2.3
10006376,STAT339-2025FA-S01,2025FA,ENROLLED,,
10006376,ECON145-2025FA-S01,2025FA,ENROLLED,,
10006376,CHEM404-2025FA-S01,2025FA,ENROLLED,,
10006376,STAT413-2025FA-S02,2025FA,ENROLLED,,
10006377,PHIL376-2025FA-S02,2025FA,ENROLLED,,
10006377,SOC436-2025FA-S02,2025FA,ENROLLED,,
10006377,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006377,MATH442-2025FA-S03,2025FA,ENROLLED,,
10006378,CS228-2025FA-S01,2025FA,ENROLLED,,
10006378,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006378,ECON312-2025FA-S01,2025FA,ENROLLED,,
10006378,STAT413-2025FA-S01,2025FA,ENROLLED,,
10006379,CHEM404-2025FA-S01,2025FA,ENROLLED,,
10006379,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006379,ECON297-2025FA-S01,2025FA,ENROLLED,,
10006379,SOC239-2025FA-S03,2025FA,ENROLLED,,
10006379,ART123-2025SP-S02,2025SP,COMPLETED,C,2.0
10006379,PHYS250-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006379,HIST269-2025SP-S01,2025SP,COMPLETED,F,0.0
10006380,CS377-2025FA-S01,2025FA,ENROLLED,,
10006380,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10006380,SOC312-2025FA-S02,2025FA,ENROLLED,,
10006380,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10006380,ART192-2025FA-S01,2025FA,ENROLLED,,
10006381,BUS301-2025FA-S01,2025FA,ENROLLED,,
10006381,CS451-2025FA-S02,2025FA,ENROLLED,,
10006381,SOC317-2025FA-S01,2025FA,ENROLLED,,
10006381,CS498-2025FA-S01,2025FA,ENROLLED,,
10006382,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006382,ENG432-2025FA-S02,2025FA,ENROLLED,,
10006382,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006382,BUS119-2025FA-S01,2025FA,ENROLLED,,
10006383,SOC143-2025FA-S01,2025FA,ENROLLED,,
10006383,CS441-2025FA-S01,2025FA,ENROLLED,,
10006383,CS365-2025FA-S02,2025FA,ENROLLED,,
10006383,ECON406-2025FA-S03,2025FA,ENROLLED,,
10006383,MATH197-2025SP-S01,2025SP,COMPLETED,B,3.0
10006383,ECON297-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006383,CS451-2025SP-S01,2025SP,COMPLETED,B,3.0
10006384,BUS199-2025FA-S01,2025FA,ENROLLED,,
10006384,CS441-2025FA-S01,2025FA,ENROLLED,,
10006384,PSYC120-2025FA-S03,2025FA,ENROLLED,,
10006384,CS438-2025FA-S01,2025FA,ENROLLED,,
10006384,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006385,ECON392-2025FA-S01,2025FA,ENROLLED,,
10006385,BIO113-2025FA-S01,2025FA,ENROLLED,,
10006385,BIO160-2025FA-S01,2025FA,ENROLLED,,
10006385,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006386,BIO113-2025FA-S02,2025FA,ENROLLED,,
10006386,ART332-2025FA-S02,2025FA,ENROLLED,,
10006386,CS498-2025FA-S01,2025FA,ENROLLED,,
10006386,ECON312-2025FA-S01,2025FA,ENROLLED,,
10006386,PSYC240-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006386,ENG104-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006386,CS291-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006386,BIO192-2025SP-S01,2025SP,COMPLETED,D,1.0
10006387,BIO113-2025FA-S01,2025FA,ENROLLED,,
10006387,SOC312-2025FA-S01,2025FA,ENROLLED,,
10006387,BUS106-2025FA-S02,2025FA,ENROLLED,,
10006387,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10006388,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10006388,ART207-2025FA-S01,2025FA,ENROLLED,,
10006388,MATH126-2025FA-S01,2025FA,ENROLLED,,
10006388,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10006388,BUS312-2025FA-S01,2025FA,ENROLLED,,
10006389,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10006389,MATH126-2025FA-S01,2025FA,ENROLLED,,
10006389,BUS106-2025FA-S02,2025FA,ENROLLED,,
10006389,SOC228-2025FA-S01,2025FA,ENROLLED,,
10006389,STAT413-2025SP-S01,2025SP,COMPLETED,C,2.0
10006389,SOC495-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006389,ART348-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006389,BUS199-2025SP-S01,2025SP,COMPLETED,A,4.0
10006390,BIO222-2025FA-S02,2025FA,ENROLLED,,
10006390,ECON312-2025FA-S01,2025FA,ENROLLED,,
10006390,SOC495-2025FA-S02,2025FA,ENROLLED,,
10006390,PHYS261-2025FA-S01,2025FA,ENROLLED,,
10006390,ART192-2025FA-S03,2025FA,ENROLLED,,
10006390,ECON152-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006390,ART123-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006390,SOC495-2025SP-S02,2025SP,COMPLETED,B,3.0
10006390,CS438-2025SP-S01,2025SP,COMPLETED,D,1.0
10006391,CS241-2025FA-S01,2025FA,ENROLLED,,
10006391,PHIL376-2025FA-S01,2025FA,ENROLLED,,
10006391,PSYC116-2025FA-S02,2025FA,ENROLLED,,
10006391,ENG104-2025FA-S03,2025FA,ENROLLED,,
10006392,BIO113-2025FA-S02,2025FA,ENROLLED,,
10006392,BUS301-2025FA-S03,2025FA,ENROLLED,,
10006392,ENG153-2025FA-S02,2025FA,ENROLLED,,
10006392,PHYS137-2025FA-S03,2025FA,ENROLLED,,
10006392,SOC495-2025SP-S02,2025SP,COMPLETED,A,4.0
10006392,ECON115-2025SP-S01,2025SP,COMPLETED,D,1.0
10006392,BUS252-2025SP-S01,2025SP,COMPLETED,C,2.0
10006392,MATH387-2025SP-S02,2025SP,COMPLETED,B+,3.3
10006393,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10006393,CS438-2025FA-S01,2025FA,ENROLLED,,
10006393,ART192-2025FA-S01,2025FA,ENROLLED,,
10006393,BIO477-2025FA-S01,2025FA,ENROLLED,,
10006394,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006394,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006394,CS441-2025FA-S01,2025FA,ENROLLED,,
10006394,CHEM286-2025FA-S03,2025FA,ENROLLED,,
10006394,ENG175-2025SP-S01,2025SP,COMPLETED,A,4.0
10006394,ART323-2025SP-S02,2025SP,COMPLETED,F,0.0
10006394,CHEM181-2025SP-S03,2025SP,COMPLETED,F,0.0
10006394,PHYS261-2025SP-S01,2025SP,COMPLETED,F,0.0
10006395,SOC239-2025FA-S01,2025FA,ENROLLED,,
10006395,ECON398-2025FA-S01,2025FA,ENROLLED,,
10006395,BIO113-2025FA-S02,2025FA,ENROLLED,,
10006395,PHIL104-2025FA-S01,2025FA,ENROLLED,,
10006395,CS441-2025SP-S03,2025SP,COMPLETED,B+,3.3
10006395,ART332-2025SP-S01,2025SP,COMPLETED,A,4.0
10006395,CHEM404-2025SP-S01,2025SP,COMPLETED,D,1.0
10006396,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006396,HIST329-2025FA-S01,2025FA,ENROLLED,,
10006396,CS365-2025FA-S02,2025FA,ENROLLED,,
10006396,CHEM131-2025FA-S01,2025FA,ENROLLED,,
10006396,ENG432-2025FA-S01,2025FA,ENROLLED,,
10006397,CS441-2025FA-S01,2025FA,ENROLLED,,
10006397,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10006397,BUS119-2025FA-S03,2025FA,ENROLLED,,
10006397,HIST407-2025FA-S01,2025FA,ENROLLED,,
10006397,SOC312-2025FA-S01,2025FA,ENROLLED,,
10006397,CHEM181-2025SP-S03,2025SP,COMPLETED,F,0.0
10006397,CS291-2025SP-S02,2025SP,COMPLETED,B-,2.7
10006397,CS365-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006398,CHEM442-2025FA-S03,2025FA,ENROLLED,,
10006398,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006398,ECON392-2025FA-S01,2025FA,ENROLLED,,
10006398,BUS119-2025FA-S01,2025FA,ENROLLED,,
10006398,PHIL375-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006398,BIO192-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006398,ENG153-2025SP-S02,2025SP,COMPLETED,A,4.0
10006399,HIST407-2025FA-S01,2025FA,ENROLLED,,
10006399,BIO447-2025FA-S02,2025FA,ENROLLED,,
10006399,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10006399,ECON406-2025FA-S01,2025FA,ENROLLED,,
10006399,HIST407-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006399,CS320-2025SP-S01,2025SP,COMPLETED,B-,2.7
10006399,CS438-2025SP-S02,2025SP,COMPLETED,B-,2.7
10006399,MATH442-2025SP-S02,2025SP,COMPLETED,C+,2.3
10006400,SOC228-2025FA-S01,2025FA,ENROLLED,,
10006400,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10006400,CS498-2025FA-S02,2025FA,ENROLLED,,
10006400,SOC312-2025FA-S03,2025FA,ENROLLED,,
10006401,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006401,CS498-2025FA-S02,2025FA,ENROLLED,,
10006401,ENG226-2025FA-S01,2025FA,ENROLLED,,
10006401,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10006401,MATH267-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006401,CS438-2025SP-S03,2025SP,COMPLETED,A,4.0
10006401,BIO113-2025SP-S01,2025SP,COMPLETED,D,1.0
10006402,PHIL188-2025FA-S01,2025FA,ENROLLED,,
10006402,ENG104-2025FA-S01,2025FA,ENROLLED,,
10006402,HIST344-2025FA-S01,2025FA,ENROLLED,,
10006402,SOC495-2025FA-S02,2025FA,ENROLLED,,
10006402,ECON145-2025FA-S01,2025FA,ENROLLED,,
10006403,ENG432-2025FA-S01,2025FA,ENROLLED,,
10006403,SOC312-2025FA-S03,2025FA,ENROLLED,,
10006403,HIST254-2025FA-S01,2025FA,ENROLLED,,
10006403,PHYS137-2025FA-S02,2025FA,ENROLLED,,
10006404,SOC436-2025FA-S01,2025FA,ENROLLED,,
10006404,SOC317-2025FA-S01,2025FA,ENROLLED,,
10006404,CHEM181-2025FA-S02,2025FA,ENROLLED,,
10006404,BUS119-2025FA-S03,2025FA,ENROLLED,,
10006404,ART372-2025FA-S02,2025FA,ENROLLED,,
10006404,PHIL188-2025SP-S02,2025SP,COMPLETED,C,2.0
10006404,PHIL375-2025SP-S01,2025SP,COMPLETED,D,1.0
10006404,SOC488-2025SP-S01,2025SP,COMPLETED,D,1.0
10006405,ENG153-2025FA-S01,2025FA,ENROLLED,,
10006405,BUS119-2025FA-S03,2025FA,ENROLLED,,
10006405,MATH197-2025FA-S01,2025FA,ENROLLED,,
10006405,CHEM404-2025FA-S01,2025FA,ENROLLED,,
10006405,BUS333-2025FA-S01,2025FA,ENROLLED,,
10006405,CS342-2025SP-S01,2025SP,COMPLETED,B,3.0
10006405,ECON152-2025SP-S01,2025SP,COMPLETED,B,3.0
10006405,PSYC251-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006406,PHYS392-2025FA-S01,2025FA,ENROLLED,,
10006406,PHIL188-2025FA-S01,2025FA,ENROLLED,,
10006406,BUS199-2025FA-S01,2025FA,ENROLLED,,
10006406,ENG104-2025FA-S02,2025FA,ENROLLED,,
10006406,BUS301-2025SP-S01,2025SP,COMPLETED,A-,3.7
10006406,STAT426-2025SP-S03,2025SP,COMPLETED,C+,2.3
10006406,HIST269-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006407,SOC143-2025FA-S02,2025FA,ENROLLED,,
10006407,ENG104-2025FA-S03,2025FA,ENROLLED,,
10006407,CHEM379-2025FA-S03,2025FA,ENROLLED,,
10006407,ENG104-2025FA-S02,2025FA,ENROLLED,,
10006408,ART123-2025FA-S01,2025FA,ENROLLED,,
10006408,BIO447-2025FA-S02,2025FA,ENROLLED,,
10006408,HIST344-2025FA-S01,2025FA,ENROLLED,,
10006408,ECON406-2025FA-S03,2025FA,ENROLLED,,
10006408,PHYS301-2025SP-S03,2025SP,COMPLETED,F,0.0
10006408,ECON255-2025SP-S02,2025SP,COMPLETED,F,0.0
10006408,HIST254-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006409,PSYC212-2025FA-S02,2025FA,ENROLLED,,
10006409,HIST329-2025FA-S01,2025FA,ENROLLED,,
10006409,CS441-2025FA-S01,2025FA,ENROLLED,,
10006409,BUS370-2025FA-S01,2025FA,ENROLLED,,
10006410,MATH422-2025FA-S01,2025FA,ENROLLED,,
10006410,CS365-2025FA-S01,2025FA,ENROLLED,,
10006410,CHEM286-2025FA-S01,2025FA,ENROLLED,,
10006410,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006410,SOC239-2025FA-S01,2025FA,ENROLLED,,
10006410,ECON312-2025SP-S01,2025SP,COMPLETED,C+,2.3
10006410,ECON406-2025SP-S03,2025SP,COMPLETED,F,0.0
10006410,BIO477-2025SP-S02,2025SP,COMPLETED,D,1.0
10006410,CS228-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006411,SOC239-2025FA-S03,2025FA,ENROLLED,,
10006411,MATH296-2025FA-S01,2025FA,ENROLLED,,
10006411,STAT268-2025FA-S01,2025FA,ENROLLED,,
10006411,SOC312-2025FA-S01,2025FA,ENROLLED,,
10006412,STAT480-2025FA-S01,2025FA,ENROLLED,,
10006412,CS438-2025FA-S01,2025FA,ENROLLED,,
10006412,BIO160-2025FA-S01,2025FA,ENROLLED,,
10006412,SOC312-2025FA-S01,2025FA,ENROLLED,,
10006413,ENG432-2025FA-S01,2025FA,ENROLLED,,
10006413,STAT413-2025FA-S01,2025FA,ENROLLED,,
10006413,ART192-2025FA-S01,2025FA,ENROLLED,,
10006413,SOC436-2025FA-S02,2025FA,ENROLLED,,
10006414,STAT413-2025FA-S01,2025FA,ENROLLED,,
10006414,PSYC108-2025FA-S01,2025FA,ENROLLED,,
10006414,PSYC251-2025FA-S01,2025FA,ENROLLED,,
10006414,ECON255-2025FA-S01,2025FA,ENROLLED,,
10006414,HIST492-2025FA-S01,2025FA,ENROLLED,,
10006414,SOC495-2025SP-S02,2025SP,COMPLETED,D,1.0
10006414,PHIL241-2025SP-S01,2025SP,COMPLETED,C,2.0
10006414,BIO144-2025SP-S01,2025SP,COMPLETED,B+,3.3
10006415,PHIL375-2025FA-S01,2025FA,ENROLLED,,
10006415,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10006415,PSYC240-2025FA-S02,2025FA,ENROLLED,,
10006415,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006416,PHYS250-2025FA-S01,2025FA,ENROLLED,,
10006416,CHEM442-2025FA-S01,2025FA,ENROLLED,,
10006416,PHYS301-2025FA-S01,2025FA,ENROLLED,,
10006416,ENG104-2025FA-S01,2025FA,ENROLLED,,
10006416,CS441-2025FA-S01,2025FA,ENROLLED,,
10006417,ECON250-2025FA-S01,2025FA,ENROLLED,,
10006417,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006417,HIST344-2025FA-S01,2025FA,ENROLLED,,
10006417,PSYC120-2025FA-S01,2025FA,ENROLLED,,
10006417,PSYC116-2025FA-S03,2025FA,ENROLLED,,
10006418,STAT297-2025FA-S01,2025FA,ENROLLED,,
10006418,CS377-2025FA-S01,2025FA,ENROLLED,,
10006418,HIST115-2025FA-S01,2025FA,ENROLLED,,
10006418,CHEM181-2025FA-S01,2025FA,ENROLLED,,
10006418,BIO192-2025FA-S01,2025FA,ENROLLED,,
10006419,ECON406-2025FA-S02,2025FA,ENROLLED,,
10006419,CS451-2025FA-S02,2025FA,ENROLLED,,
10006419,PSYC474-2025FA-S01,2025FA,ENROLLED,,
10006419,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10006420,PSYC240-2025FA-S02,2025FA,ENROLLED,,
10006420,BUS119-2025FA-S03,2025FA,ENROLLED,,
10006420,CS451-2025FA-S02,2025FA,ENROLLED,,
10006420,ECON145-2025FA-S02,2025FA,ENROLLED,,
10006421,BUS301-2025FA-S02,2025FA,ENROLLED,,
10006421,PSYC466-2025FA-S01,2025FA,ENROLLED,,
10006421,ART123-2025FA-S01,2025FA,ENROLLED,,
10006421,PHYS326-2025FA-S01,2025FA,ENROLLED,,
10006421,ECON392-2025SP-S01,2025SP,COMPLETED,C,2.0
10006421,STAT268-2025SP-S01,2025SP,COMPLETED,B,3.0
10006421,CS291-2025SP-S02,2025SP,COMPLETED,A-,3.7
10006421,PHYS243-2025SP-S01,2025SP,COMPLETED,F,0.0
10006422,ART207-2025FA-S01,2025FA,ENROLLED,,
10006422,PSYC240-2025FA-S01,2025FA,ENROLLED,,
10006422,PSYC240-2025FA-S03,2025FA,ENROLLED,,
10006422,ART332-2025FA-S02,2025FA,ENROLLED,,
10006422,BUS433-2025SP-S01,2025SP,COMPLETED,C,2.0
10006422,CS241-2025SP-S01,2025SP,COMPLETED,C,2.0
