award_id,student_id,term_id,aid_type,amount,disbursed_dt
AWD0004310,10005439,2025FA,Scholarship,2468,2025-08-20
AWD0004311,10005440,2025FA,Loan,2939,2025-08-20
AWD0004312,10005440,2025SP,Grant,1520,2025-01-10
AWD0004313,10005441,2025FA,Grant,3253,2025-08-20
AWD0004314,10005442,2025FA,Scholarship,1475,2025-08-20
AWD0004315,10005443,2025FA,Loan,2953,2025-08-20
AWD0004316,10005443,2025SP,Grant,2534,2025-01-10
AWD0004317,10005445,2025FA,Loan,2870,2025-08-20
AWD0004318,10005446,2025FA,Grant,1170,2025-08-20
AWD0004319,10005448,2025FA,Scholarship,2376,2025-08-20
AWD0004320,10005449,2025FA,Loan,2955,2025-08-20
AWD0004321,10005450,2025FA,Grant,2665,2025-08-20
AWD0004322,10005450,2025SP,Loan,531,2025-01-10
AWD0004323,10005451,2025FA,Loan,2775,2025-08-20
AWD0004324,10005452,2025SP,Scholarship,3187,2025-01-10
AWD0004325,10005454,2025SP,Scholarship,2274,2025-01-10
AWD0004326,10005459,2025FA,Scholarship,2905,2025-08-20
AWD0004327,10005460,2025FA,Loan,1987,2025-08-20
AWD0004328,10005461,2025FA,Scholarship,2382,2025-08-20
AWD0004329,10005462,2025FA,Loan,2499,2025-08-20
AWD0004330,10005463,2025FA,Loan,963,2025-08-20
AWD0004331,10005464,2025FA,Grant,571,2025-08-20
AWD0004332,10005466,2025FA,Loan,3395,2025-08-20
AWD0004333,10005467,2025SP,Grant,2965,2025-01-10
AWD0004334,10005468,2025FA,Loan,1140,2025-08-20
AWD0004335,10005469,2025FA,Grant,1963,2025-08-20
AWD0004336,10005469,2025SP,Grant,2783,2025-01-10
AWD0004337,10005470,2025FA,Loan,1335,2025-08-20
AWD0004338,10005470,2025SP,Scholarship,2602,2025-01-10
AWD0004339,10005472,2025FA,Loan,2449,2025-08-20
AWD0004340,10005473,2025SP,Scholarship,2573,2025-01-10
AWD0004341,10005475,2025FA,Scholarship,1278,2025-08-20
AWD0004342,10005477,2025FA,Loan,2885,2025-08-20
AWD0004343,10005478,2025FA,Scholarship,2559,2025-08-20
AWD0004344,10005482,2025FA,Grant,2470,2025-08-20
AWD0004345,10005483,2025FA,Grant,2355,2025-08-20
AWD0004346,10005484,2025FA,Loan,2100,2025-08-20
AWD0004347,10005485,2025FA,Loan,1135,2025-08-20
AWD0004348,10005485,2025SP,Loan,3055,2025-01-10
AWD0004349,10005487,2025FA,Loan,852,2025-08-20
AWD0004350,10005488,2025FA,Loan,2394,2025-08-20
AWD0004351,10005489,2025FA,Scholarship,1349,2025-08-20
AWD0004352,10005489,2025SP,Scholarship,1733,2025-01-10
AWD0004353,10005490,2025FA,Loan,2744,2025-08-20
AWD0004354,10005491,2025FA,Scholarship,2508,2025-08-20
AWD0004355,10005492,2025SP,Loan,3256,2025-01-10
AWD0004356,10005493,2025SP,Scholarship,1413,2025-01-10
AWD0004357,10005494,2025FA,Loan,1021,2025-08-20
AWD0004358,10005495,2025FA,Grant,1384,2025-08-20
AWD0004359,10005498,2025FA,Grant,2023,2025-08-20
AWD0004360,10005499,2025FA,Scholarship,1359,2025-08-20
AWD0004361,10005499,2025SP,Grant,1165,2025-01-10
AWD0004362,10005501,2025FA,Scholarship,2474,2025-08-20
AWD0004363,10005507,2025FA,Grant,575,2025-08-20
AWD0004364,10005507,2025SP,Loan,1967,2025-01-10
AWD0004365,10005508,2025FA,Grant,2845,2025-08-20
AWD0004366,10005510,2025SP,Grant,3314,2025-01-10
AWD0004367,10005512,2025FA,Grant,1532,2025-08-20
AWD0004368,10005513,2025FA,Scholarship,3083,2025-08-20
AWD0004369,10005514,2025FA,Loan,1083,2025-08-20
AWD0004370,10005515,2025FA,Loan,2858,2025-08-20
AWD0004371,10005516,2025FA,Grant,1104,2025-08-20
AWD0004372,10005518,2025FA,Scholarship,2754,2025-08-20
AWD0004373,10005519,2025FA,Grant,592,2025-08-20
AWD0004374,10005520,2025SP,Grant,3184,2025-01-10
AWD0004375,10005521,2025FA,Loan,2838,2025-08-20
AWD0004376,10005521,2025SP,Scholarship,2597,2025-01-10
AWD0004377,10005522,2025FA,Loan,1901,2025-08-20
AWD0004378,10005524,2025FA,Loan,1297,2025-08-20
AWD0004379,10005525,2025FA,Grant,2477,2025-08-20
AWD0004380,10005526,2025SP,Loan,2048,2025-01-10
AWD0004381,10005527,2025FA,Loan,656,2025-08-20
AWD0004382,10005528,2025FA,Loan,3336,2025-08-20
AWD0004383,10005529,2025FA,Scholarship,1192,2025-08-20
AWD0004384,10005530,2025FA,Loan,2469,2025-08-20
AWD0004385,10005532,2025FA,Loan,3277,2025-08-20
AWD0004386,10005533,2025FA,Grant,641,2025-08-20
AWD0004387,10005534,2025FA,Scholarship,2920,2025-08-20
AWD0004388,10005534,2025SP,Grant,2214,2025-01-10
AWD0004389,10005536,2025FA,Grant,1851,2025-08-20
AWD0004390,10005536,2025SP,Scholarship,3464,2025-01-10
AWD0004391,10005537,2025FA,Scholarship,1154,2025-08-20
AWD0004392,10005538,2025FA,Grant,2641,2025-08-20
AWD0004393,10005542,2025FA,Loan,3357,2025-08-20
AWD0004394,10005544,2025FA,Grant,2804,2025-08-20
AWD0004395,10005544,2025SP,Scholarship,1658,2025-01-10
AWD0004396,10005545,2025FA,Grant,692,2025-08-20
AWD0004397,10005546,2025FA,Grant,2295,2025-08-20
AWD0004398,10005547,2025FA,Scholarship,679,2025-08-20
AWD0004399,10005549,2025FA,Grant,998,2025-08-20
AWD0004400,10005550,2025FA,Grant,2955,2025-08-20
AWD0004401,10005551,2025FA,Grant,3355,2025-08-20
AWD0004402,10005552,2025FA,Scholarship,1653,2025-08-20
AWD0004403,10005552,2025SP,Loan,1387,2025-01-10
AWD0004404,10005553,2025FA,Scholarship,2248,2025-08-20
AWD0004405,10005554,2025FA,Scholarship,2792,2025-08-20
AWD0004406,10005554,2025SP,Grant,3099,2025-01-10
AWD0004407,10005555,2025FA,Loan,842,2025-08-20
AWD0004408,10005556,2025SP,Loan,2657,2025-01-10
AWD0004409,10005557,2025FA,Grant,2010,2025-08-20
AWD0004410,10005558,2025FA,Scholarship,1528,2025-08-20
AWD0004411,10005560,2025FA,Grant,1732,2025-08-20
AWD0004412,10005562,2025FA,Grant,1103,2025-08-20
AWD0004413,10005566,2025FA,Scholarship,1785,2025-08-20
AWD0004414,10005570,2025FA,Grant,1091,2025-08-20
AWD0004415,10005571,2025FA,Loan,2926,2025-08-20
AWD0004416,10005572,2025SP,Loan,1081,2025-01-10
AWD0004417,10005574,2025SP,Loan,1104,2025-01-10
AWD0004418,10005575,2025FA,Grant,2143,2025-08-20
AWD0004419,10005575,2025SP,Loan,1737,2025-01-10
AWD0004420,10005576,2025FA,Loan,2536,2025-08-20
AWD0004421,10005577,2025FA,Loan,3488,2025-08-20
AWD0004422,10005577,2025SP,Scholarship,919,2025-01-10
AWD0004423,10005578,2025FA,Loan,3229,2025-08-20
AWD0004424,10005579,2025FA,Grant,2794,2025-08-20
AWD0004425,10005581,2025SP,Grant,1162,2025-01-10
AWD0004426,10005582,2025FA,Grant,2232,2025-08-20
AWD0004427,10005583,2025FA,Scholarship,3432,2025-08-20
AWD0004428,10005586,2025FA,Loan,832,2025-08-20
AWD0004429,10005587,2025FA,Grant,1836,2025-08-20
AWD0004430,10005587,2025SP,Loan,1947,2025-01-10
AWD0004431,10005588,2025FA,Grant,2688,2025-08-20
AWD0004432,10005589,2025FA,Loan,1541,2025-08-20
AWD0004433,10005590,2025FA,Scholarship,871,2025-08-20
AWD0004434,10005593,2025FA,Grant,3096,2025-08-20
AWD0004435,10005593,2025SP,Grant,771,2025-01-10
AWD0004436,10005594,2025FA,Grant,2374,2025-08-20
AWD0004437,10005595,2025FA,Loan,3212,2025-08-20
AWD0004438,10005595,2025SP,Scholarship,2857,2025-01-10
AWD0004439,10005596,2025SP,Grant,2725,2025-01-10
AWD0004440,10005600,2025FA,Scholarship,2285,2025-08-20
AWD0004441,10005604,2025FA,Loan,1907,2025-08-20
AWD0004442,10005605,2025FA,Loan,2691,2025-08-20
AWD0004443,10005606,2025FA,Grant,828,2025-08-20
AWD0004444,10005607,2025FA,Scholarship,871,2025-08-20
AWD0004445,10005608,2025SP,Grant,2110,2025-01-10
AWD0004446,10005609,2025FA,Loan,2994,2025-08-20
AWD0004447,10005610,2025FA,Grant,3233,2025-08-20
AWD0004448,10005612,2025FA,Grant,1617,2025-08-20
AWD0004449,10005613,2025FA,Scholarship,3077,2025-08-20
AWD0004450,10005614,2025FA,Grant,2889,2025-08-20
AWD0004451,10005615,2025FA,Scholarship,2718,2025-08-20
AWD0004452,10005618,2025FA,Grant,1729,2025-08-20
AWD0004453,10005619,2025FA,Grant,949,2025-08-20
AWD0004454,10005619,2025SP,Grant,893,2025-01-10
AWD0004455,10005621,2025FA,Grant,2585,2025-08-20
AWD0004456,10005623,2025SP,Loan,3355,2025-01-10
AWD0004457,10005624,2025FA,Grant,824,2025-08-20
AWD0004458,10005625,2025SP,Scholarship,1175,2025-01-10
AWD0004459,10005626,2025FA,Grant,3478,2025-08-20
AWD0004460,10005627,2025FA,Scholarship,2551,2025-08-20
AWD0004461,10005627,2025SP,Grant,1967,2025-01-10
AWD0004462,10005628,2025SP,Scholarship,1297,2025-01-10
AWD0004463,10005629,2025FA,Loan,1465,2025-08-20
AWD0004464,10005629,2025SP,Scholarship,2751,2025-01-10
AWD0004465,10005631,2025FA,Loan,3317,2025-08-20
AWD0004466,10005632,2025FA,Loan,2593,2025-08-20
AWD0004467,10005633,2025SP,Scholarship,3073,2025-01-10
AWD0004468,10005634,2025SP,Grant,1043,2025-01-10
AWD0004469,10005636,2025FA,Grant,3469,2025-08-20
AWD0004470,10005637,2025FA,Loan,2944,2025-08-20
AWD0004471,10005639,2025SP,Grant,1439,2025-01-10
AWD0004472,10005640,2025FA,Grant,2304,2025-08-20
AWD0004473,10005642,2025FA,Loan,1169,2025-08-20
AWD0004474,10005642,2025SP,Scholarship,2119,2025-01-10
AWD0004475,10005643,2025FA,Loan,2776,2025-08-20
AWD0004476,10005644,2025FA,Scholarship,1007,2025-08-20
AWD0004477,10005644,2025SP,Loan,2890,2025-01-10
AWD0004478,10005645,2025FA,Scholarship,2873,2025-08-20
AWD0004479,10005648,2025SP,Scholarship,1903,2025-01-10
AWD0004480,10005649,2025SP,Grant,1682,2025-01-10
AWD0004481,10005650,2025FA,Loan,1769,2025-08-20
AWD0004482,10005650,2025SP,Scholarship,1481,2025-01-10
AWD0004483,10005651,2025FA,Grant,1478,2025-08-20
AWD0004484,10005652,2025FA,Grant,3305,2025-08-20
AWD0004485,10005654,2025FA,Scholarship,673,2025-08-20
AWD0004486,10005654,2025SP,Loan,1176,2025-01-10
AWD0004487,10005655,2025FA,Scholarship,2432,2025-08-20
AWD0004488,10005656,2025FA,Scholarship,1025,2025-08-20
AWD0004489,10005656,2025SP,Scholarship,3340,2025-01-10
AWD0004490,10005658,2025FA,Grant,960,2025-08-20
AWD0004491,10005659,2025FA,Scholarship,1424,2025-08-20
AWD0004492,10005660,2025FA,Loan,1178,2025-08-20
AWD0004493,10005662,2025SP,Loan,2654,2025-01-10
AWD0004494,10005663,2025FA,Grant,2050,2025-08-20
AWD0004495,10005664,2025FA,Grant,1844,2025-08-20
AWD0004496,10005664,2025SP,Grant,1426,2025-01-10
AWD0004497,10005665,2025SP,Scholarship,2093,2025-01-10
AWD0004498,10005667,2025FA,Grant,2930,2025-08-20
AWD0004499,10005667,2025SP,Loan,1656,2025-01-10
AWD0004500,10005668,2025FA,Loan,1650,2025-08-20
AWD0004501,10005668,2025SP,Loan,2594,2025-01-10
AWD0004502,10005669,2025FA,Scholarship,1187,2025-08-20
AWD0004503,10005669,2025SP,Scholarship,3168,2025-01-10
AWD0004504,10005670,2025SP,Grant,3102,2025-01-10
AWD0004505,10005671,2025FA,Scholarship,2941,2025-08-20
AWD0004506,10005672,2025FA,Scholarship,3216,2025-08-20
AWD0004507,10005673,2025FA,Loan,3096,2025-08-20
AWD0004508,10005674,2025FA,Scholarship,3193,2025-08-20
AWD0004509,10005676,2025FA,Scholarship,1572,2025-08-20
AWD0004510,10005677,2025FA,Loan,858,2025-08-20
AWD0004511,10005679,2025FA,Grant,1148,2025-08-20
AWD0004512,10005680,2025FA,Scholarship,2163,2025-08-20
AWD0004513,10005680,2025SP,Loan,2940,2025-01-10
AWD0004514,10005682,2025FA,Scholarship,3472,2025-08-20
AWD0004515,10005683,2025FA,Loan,1809,2025-08-20
AWD0004516,10005685,2025FA,Loan,1408,2025-08-20
AWD0004517,10005685,2025SP,Grant,2318,2025-01-10
AWD0004518,10005687,2025FA,Grant,565,2025-08-20
AWD0004519,10005687,2025SP,Loan,2264,2025-01-10
AWD0004520,10005688,2025FA,Grant,3380,2025-08-20
AWD0004521,10005688,2025SP,Loan,2501,2025-01-10
AWD0004522,10005689,2025FA,Scholarship,703,2025-08-20
AWD0004523,10005689,2025SP,Loan,781,2025-01-10
AWD0004524,10005690,2025SP,Grant,1702,2025-01-10
AWD0004525,10005691,2025FA,Loan,2787,2025-08-20
AWD0004526,10005691,2025SP,Loan,2900,2025-01-10
AWD0004527,10005692,2025FA,Grant,2279,2025-08-20
AWD0004528,10005693,2025FA,Scholarship,1661,2025-08-20
AWD0004529,10005694,2025FA,Scholarship,1189,2025-08-20
AWD0004530,10005696,2025FA,Loan,2454,2025-08-20
AWD0004531,10005697,2025FA,Scholarship,2900,2025-08-20
AWD0004532,10005698,2025FA,Scholarship,2148,2025-08-20
AWD0004533,10005699,2025FA,Grant,2636,2025-08-20
AWD0004534,10005700,2025FA,Grant,3467,2025-08-20
AWD0004535,10005702,2025SP,Scholarship,3106,2025-01-10
AWD0004536,10005703,2025FA,Loan,2008,2025-08-20
AWD0004537,10005704,2025FA,Loan,2886,2025-08-20
AWD0004538,10005704,2025SP,Scholarship,1619,2025-01-10
AWD0004539,10005705,2025FA,Scholarship,2920,2025-08-20
AWD0004540,10005706,2025FA,Scholarship,3487,2025-08-20
AWD0004541,10005707,2025FA,Loan,1461,2025-08-20
AWD0004542,10005708,2025FA,Grant,2393,2025-08-20
AWD0004543,10005710,2025FA,Loan,2976,2025-08-20
AWD0004544,10005711,2025FA,Grant,2894,2025-08-20
AWD0004545,10005712,2025FA,Loan,1251,2025-08-20
AWD0004546,10005712,2025SP,Grant,3414,2025-01-10
AWD0004547,10005713,2025FA,Grant,913,2025-08-20
AWD0004548,10005714,2025FA,Scholarship,1799,2025-08-20
AWD0004549,10005717,2025FA,Scholarship,2423,2025-08-20
AWD0004550,10005717,2025SP,Grant,870,2025-01-10
AWD0004551,10005718,2025FA,Grant,3016,2025-08-20
AWD0004552,10005721,2025FA,Scholarship,1380,2025-08-20
AWD0004553,10005722,2025FA,Loan,544,2025-08-20
AWD0004554,10005723,2025FA,Loan,998,2025-08-20
AWD0004555,10005724,2025FA,Scholarship,1971,2025-08-20
AWD0004556,10005725,2025FA,Scholarship,2406,2025-08-20
AWD0004557,10005725,2025SP,Grant,3041,2025-01-10
AWD0004558,10005726,2025FA,Loan,2984,2025-08-20
AWD0004559,10005727,2025FA,Scholarship,1620,2025-08-20
AWD0004560,10005727,2025SP,Scholarship,3359,2025-01-10
AWD0004561,10005728,2025FA,Scholarship,551,2025-08-20
AWD0004562,10005729,2025FA,Grant,3180,2025-08-20
AWD0004563,10005729,2025SP,Grant,2237,2025-01-10
AWD0004564,10005730,2025FA,Loan,1244,2025-08-20
AWD0004565,10005731,2025FA,Grant,2512,2025-08-20
AWD0004566,10005732,2025FA,Grant,661,2025-08-20
AWD0004567,10005733,2025FA,Loan,3069,2025-08-20
AWD0004568,10005734,2025FA,Loan,3282,2025-08-20
AWD0004569,10005735,2025FA,Loan,2152,2025-08-20
AWD0004570,10005739,2025FA,Grant,2026,2025-08-20
AWD0004571,10005740,2025SP,Grant,1183,2025-01-10
AWD0004572,10005741,2025FA,Grant,1598,2025-08-20
AWD0004573,10005742,2025FA,Loan,2509,2025-08-20
AWD0004574,10005743,2025FA,Loan,3064,2025-08-20
AWD0004575,10005744,2025SP,Scholarship,1050,2025-01-10
AWD0004576,10005746,2025FA,Scholarship,1638,2025-08-20
AWD0004577,10005746,2025SP,Loan,1405,2025-01-10
AWD0004578,10005747,2025FA,Scholarship,1094,2025-08-20
AWD0004579,10005748,2025FA,Grant,1816,2025-08-20
AWD0004580,10005749,2025FA,Grant,509,2025-08-20
AWD0004581,10005751,2025FA,Scholarship,3061,2025-08-20
AWD0004582,10005754,2025SP,Scholarship,1163,2025-01-10
AWD0004583,10005755,2025FA,Grant,2312,2025-08-20
AWD0004584,10005755,2025SP,Grant,2879,2025-01-10
AWD0004585,10005756,2025FA,Grant,3089,2025-08-20
AWD0004586,10005756,2025SP,Loan,2655,2025-01-10
AWD0004587,10005758,2025FA,Grant,3164,2025-08-20
AWD0004588,10005759,2025SP,Scholarship,2736,2025-01-10
AWD0004589,10005761,2025FA,Grant,1058,2025-08-20
AWD0004590,10005762,2025FA,Grant,1495,2025-08-20
AWD0004591,10005764,2025FA,Grant,1350,2025-08-20
AWD0004592,10005767,2025FA,Scholarship,1698,2025-08-20
AWD0004593,10005771,2025SP,Scholarship,2826,2025-01-10
AWD0004594,10005772,2025FA,Scholarship,2567,2025-08-20
AWD0004595,10005773,2025SP,Loan,1293,2025-01-10
AWD0004596,10005775,2025FA,Grant,3443,2025-08-20
AWD0004597,10005775,2025SP,Scholarship,697,2025-01-10
AWD0004598,10005776,2025FA,Grant,506,2025-08-20
AWD0004599,10005777,2025FA,Scholarship,2393,2025-08-20
AWD0004600,10005778,2025FA,Loan,2368,2025-08-20
AWD0004601,10005779,2025FA,Grant,1289,2025-08-20
AWD0004602,10005780,2025FA,Loan,2901,2025-08-20
AWD0004603,10005781,2025FA,Loan,3010,2025-08-20
AWD0004604,10005784,2025SP,Grant,926,2025-01-10
AWD0004605,10005785,2025SP,Grant,3089,2025-01-10
AWD0004606,10005787,2025FA,Scholarship,551,2025-08-20
AWD0004607,10005788,2025FA,Grant,1129,2025-08-20
AWD0004608,10005789,2025FA,Loan,2576,2025-08-20
AWD0004609,10005790,2025FA,Scholarship,1081,2025-08-20
AWD0004610,10005793,2025FA,Scholarship,2413,2025-08-20
AWD0004611,10005796,2025FA,Scholarship,2524,2025-08-20
AWD0004612,10005797,2025FA,Scholarship,1570,2025-08-20
AWD0004613,10005798,2025FA,Loan,1135,2025-08-20
AWD0004614,10005799,2025FA,Grant,2632,2025-08-20
AWD0004615,10005800,2025FA,Scholarship,2300,2025-08-20
AWD0004616,10005803,2025FA,Grant,3207,2025-08-20
AWD0004617,10005803,2025SP,Loan,1708,2025-01-10
AWD0004618,10005804,2025SP,Loan,578,2025-01-10
AWD0004619,10005805,2025FA,Loan,1004,2025-08-20
AWD0004620,10005805,2025SP,Scholarship,668,2025-01-10
AWD0004621,10005806,2025FA,Grant,2570,2025-08-20
AWD0004622,10005807,2025FA,Grant,2105,2025-08-20
AWD0004623,10005809,2025FA,Scholarship,1138,2025-08-20
AWD0004624,10005811,2025FA,Scholarship,1712,2025-08-20
AWD0004625,10005812,2025FA,Loan,2126,2025-08-20
AWD0004626,10005813,2025FA,Grant,1680,2025-08-20
AWD0004627,10005814,2025FA,Scholarship,804,2025-08-20
AWD0004628,10005814,2025SP,Grant,1378,2025-01-10
AWD0004629,10005817,2025FA,Grant,1274,2025-08-20
AWD0004630,10005819,2025FA,Grant,3165,2025-08-20
AWD0004631,10005820,2025FA,Loan,2507,2025-08-20
AWD0004632,10005821,2025FA,Grant,2175,2025-08-20
AWD0004633,10005822,2025FA,Scholarship,1215,2025-08-20
AWD0004634,10005823,2025SP,Scholarship,1924,2025-01-10
AWD0004635,10005825,2025FA,Grant,1810,2025-08-20
AWD0004636,10005825,2025SP,Loan,748,2025-01-10
AWD0004637,10005826,2025FA,Scholarship,1108,2025-08-20
AWD0004638,10005827,2025FA,Loan,1920,2025-08-20
AWD0004639,10005827,2025SP,Scholarship,1086,2025-01-10
AWD0004640,10005828,2025SP,Loan,1504,2025-01-10
AWD0004641,10005830,2025SP,Grant,3394,2025-01-10
AWD0004642,10005831,2025FA,Scholarship,3330,2025-08-20
AWD0004643,10005831,2025SP,Grant,967,2025-01-10
AWD0004644,10005832,2025FA,Scholarship,3338,2025-08-20
AWD0004645,10005832,2025SP,Loan,2617,2025-01-10
AWD0004646,10005834,2025FA,Grant,2105,2025-08-20
AWD0004647,10005837,2025FA,Loan,1114,2025-08-20
AWD0004648,10005839,2025SP,Grant,3477,2025-01-10
AWD0004649,10005840,2025SP,Scholarship,1756,2025-01-10
AWD0004650,10005842,2025FA,Scholarship,2929,2025-08-20
AWD0004651,10005842,2025SP,Grant,1537,2025-01-10
AWD0004652,10005843,2025FA,Loan,2935,2025-08-20
AWD0004653,10005844,2025SP,Loan,2923,2025-01-10
AWD0004654,10005845,2025FA,Loan,3415,2025-08-20
AWD0004655,10005846,2025FA,Loan,2576,2025-08-20
AWD0004656,10005848,2025FA,Grant,3458,2025-08-20
AWD0004657,10005849,2025FA,Grant,1670,2025-08-20
AWD0004658,10005850,2025FA,Scholarship,1342,2025-08-20
AWD0004659,10005852,2025FA,Loan,2478,2025-08-20
AWD0004660,10005852,2025SP,Grant,2955,2025-01-10
AWD0004661,10005855,2025FA,Grant,1844,2025-08-20
AWD0004662,10005855,2025SP,Grant,690,2025-01-10
AWD0004663,10005856,2025SP,Grant,899,2025-01-10
AWD0004664,10005858,2025FA,Scholarship,2361,2025-08-20
AWD0004665,10005859,2025FA,Grant,1202,2025-08-20
AWD0004666,10005862,2025SP,Grant,1024,2025-01-10
AWD0004667,10005863,2025FA,Loan,2613,2025-08-20
AWD0004668,10005864,2025FA,Scholarship,869,2025-08-20
AWD0004669,10005864,2025SP,Scholarship,3038,2025-01-10
AWD0004670,10005865,2025FA,Grant,923,2025-08-20
AWD0004671,10005866,2025FA,Loan,1363,2025-08-20
AWD0004672,10005868,2025FA,Scholarship,1960,2025-08-20
AWD0004673,10005870,2025FA,Scholarship,514,2025-08-20
AWD0004674,10005872,2025FA,Scholarship,2313,2025-08-20
AWD0004675,10005873,2025SP,Loan,2322,2025-01-10
AWD0004676,10005874,2025FA,Grant,2011,2025-08-20
AWD0004677,10005875,2025FA,Grant,3211,2025-08-20
AWD0004678,10005875,2025SP,Loan,946,2025-01-10
AWD0004679,10005877,2025SP,Loan,2627,2025-01-10
AWD0004680,10005878,2025FA,Loan,2434,2025-08-20
AWD0004681,10005878,2025SP,Scholarship,2391,2025-01-10
AWD0004682,10005879,2025FA,Loan,1430,2025-08-20
AWD0004683,10005880,2025FA,Loan,2113,2025-08-20
AWD0004684,10005883,2025FA,Loan,1589,2025-08-20
AWD0004685,10005884,2025FA,Grant,2702,2025-08-20
AWD0004686,10005885,2025SP,Loan,1340,2025-01-10
AWD0004687,10005886,2025FA,Scholarship,2034,2025-08-20
AWD0004688,10005888,2025FA,Grant,590,2025-08-20
AWD0004689,10005889,2025SP,Loan,2268,2025-01-10
AWD0004690,10005890,2025FA,Loan,1526,2025-08-20
AWD0004691,10005891,2025FA,Grant,725,2025-08-20
AWD0004692,10005896,2025FA,Loan,573,2025-08-20
AWD0004693,10005897,2025FA,Scholarship,535,2025-08-20
AWD0004694,10005898,2025FA,Loan,1117,2025-08-20
AWD0004695,10005899,2025SP,Loan,1947,2025-01-10
AWD0004696,10005902,2025FA,Scholarship,1740,2025-08-20
AWD0004697,10005903,2025FA,Grant,1778,2025-08-20
AWD0004698,10005905,2025FA,Scholarship,589,2025-08-20
AWD0004699,10005906,2025FA,Grant,3467,2025-08-20
AWD0004700,10005908,2025FA,Grant,1601,2025-08-20
AWD0004701,10005909,2025FA,Scholarship,1460,2025-08-20
AWD0004702,10005910,2025FA,Loan,2454,2025-08-20
AWD0004703,10005911,2025FA,Grant,2513,2025-08-20
AWD0004704,10005911,2025SP,Grant,2182,2025-01-10
AWD0004705,10005917,2025FA,Grant,888,2025-08-20
AWD0004706,10005919,2025FA,Grant,2195,2025-08-20
AWD0004707,10005919,2025SP,Grant,2027,2025-01-10
AWD0004708,10005920,2025FA,Grant,3139,2025-08-20
AWD0004709,10005921,2025FA,Grant,2887,2025-08-20
AWD0004710,10005922,2025FA,Grant,1869,2025-08-20
AWD0004711,10005923,2025SP,Scholarship,1058,2025-01-10
AWD0004712,10005924,2025SP,Loan,609,2025-01-10
AWD0004713,10005926,2025FA,Grant,1422,2025-08-20
AWD0004714,10005928,2025SP,Grant,3158,2025-01-10
AWD0004715,10005929,2025FA,Scholarship,3461,2025-08-20
AWD0004716,10005930,2025FA,Loan,1771,2025-08-20
AWD0004717,10005930,2025SP,Grant,2805,2025-01-10
AWD0004718,10005931,2025FA,Grant,2965,2025-08-20
AWD0004719,10005931,2025SP,Grant,1103,2025-01-10
AWD0004720,10005932,2025FA,Loan,3216,2025-08-20
AWD0004721,10005935,2025FA,Loan,702,2025-08-20
AWD0004722,10005937,2025FA,Loan,1353,2025-08-20
AWD0004723,10005938,2025FA,Scholarship,2129,2025-08-20
AWD0004724,10005940,2025SP,Grant,1439,2025-01-10
AWD0004725,10005941,2025SP,Grant,1456,2025-01-10
AWD0004726,10005942,2025FA,Loan,2693,2025-08-20
AWD0004727,10005944,2025FA,Grant,3165,2025-08-20
AWD0004728,10005945,2025SP,Grant,2106,2025-01-10
AWD0004729,10005947,2025FA,Grant,931,2025-08-20
AWD0004730,10005950,2025SP,Grant,1167,2025-01-10
AWD0004731,10005952,2025FA,Scholarship,1758,2025-08-20
AWD0004732,10005953,2025SP,Loan,2805,2025-01-10
AWD0004733,10005954,2025FA,Loan,2787,2025-08-20
AWD0004734,10005957,2025FA,Grant,1417,2025-08-20
AWD0004735,10005959,2025FA,Loan,557,2025-08-20
AWD0004736,10005959,2025SP,Grant,1496,2025-01-10
AWD0004737,10005963,2025FA,Scholarship,3004,2025-08-20
AWD0004738,10005963,2025SP,Grant,961,2025-01-10
AWD0004739,10005966,2025FA,Scholarship,2108,2025-08-20
AWD0004740,10005966,2025SP,Scholarship,2397,2025-01-10
AWD0004741,10005967,2025SP,Scholarship,2047,2025-01-10
AWD0004742,10005968,2025FA,Scholarship,1102,2025-08-20
AWD0004743,10005969,2025FA,Loan,981,2025-08-20
AWD0004744,10005969,2025SP,Loan,1310,2025-01-10
AWD0004745,10005971,2025FA,Loan,3043,2025-08-20
AWD0004746,10005972,2025SP,Grant,1122,2025-01-10
AWD0004747,10005973,2025FA,Scholarship,1358,2025-08-20
AWD0004748,10005974,2025FA,Loan,2087,2025-08-20
AWD0004749,10005975,2025FA,Scholarship,2822,2025-08-20
AWD0004750,10005977,2025FA,Scholarship,1029,2025-08-20
AWD0004751,10005979,2025SP,Loan,2821,2025-01-10
AWD0004752,10005980,2025FA,Loan,696,2025-08-20
AWD0004753,10005980,2025SP,Grant,3470,2025-01-10
AWD0004754,10005984,2025SP,Grant,1683,2025-01-10
AWD0004755,10005985,2025FA,Grant,2122,2025-08-20
AWD0004756,10005986,2025FA,Grant,2637,2025-08-20
AWD0004757,10005988,2025FA,Scholarship,2142,2025-08-20
AWD0004758,10005989,2025SP,Scholarship,1063,2025-01-10
AWD0004759,10005991,2025FA,Scholarship,2865,2025-08-20
AWD0004760,10005992,2025FA,Scholarship,1242,2025-08-20
AWD0004761,10005993,2025FA,Scholarship,2680,2025-08-20
AWD0004762,10005993,2025SP,Loan,3103,2025-01-10
AWD0004763,10005998,2025FA,Grant,3028,2025-08-20
AWD0004764,10005998,2025SP,Grant,852,2025-01-10
AWD0004765,10005999,2025FA,Loan,1638,2025-08-20
AWD0004766,10006000,2025FA,Grant,1570,2025-08-20
AWD0004767,10006001,2025SP,Scholarship,2315,2025-01-10
