student_id,term_id,total_charges,total_payments,balance
10005957,2025FA,5000,5643,-643
10005958,2025FA,5171,4023,1148
10005959,2025FA,4529,2867,1662
10005959,2025SP,5630,4369,1261
10005960,2025FA,6334,580,5754
10005961,2025FA,4941,1294,3647
10005962,2025FA,4771,2205,2566
10005963,2025FA,5021,4463,558
10005963,2025SP,4853,4808,45
10005964,2025FA,11358,3019,8339
10005965,2025FA,5050,2720,2330
10005966,2025FA,5187,5668,-481
10005966,2025SP,7291,3144,4147
10005967,2025FA,5830,3188,2642
10005967,2025SP,4676,3179,1497
10005968,2025FA,6269,2932,3337
10005968,2025SP,3750,3241,509
10005969,2025FA,9299,1887,7412
10005969,2025SP,4514,3362,1152
10005970,2025FA,4666,1924,2742
10005971,2025FA,8609,4341,4268
10005972,2025FA,6258,4978,1280
10005972,2025SP,3721,3377,344
10005973,2025FA,10748,2693,8055
10005974,2025FA,4726,3751,975
10005975,2025FA,4672,4481,191
10005976,2025FA,8034,1262,6772
10005977,2025FA,9973,1714,8259
10005978,2025FA,5149,1699,3450
10005979,2025FA,10082,1784,8298
10005979,2025SP,8636,4681,3955
10005980,2025FA,4309,2374,1935
10005980,2025SP,4784,6237,-1453
10005981,2025FA,4722,1756,2966
10005982,2025FA,9971,4690,5281
10005982,2025SP,5514,4616,898
10005983,2025FA,4659,3340,1319
10005984,2025FA,4349,3147,1202
10005984,2025SP,5816,2367,3449
10005985,2025FA,6690,6818,-128
10005986,2025FA,10004,6652,3352
10005987,2025FA,9277,1701,7576
10005988,2025FA,5118,6181,-1063
10005989,2025FA,7999,3008,4991
10005989,2025SP,3277,3253,24
10005990,2025FA,8797,1716,7081
10005990,2025SP,3265,1000,2265
10005991,2025FA,4377,7010,-2633
10005992,2025FA,9975,1537,8438
10005993,2025FA,4547,3591,956
10005993,2025SP,8621,4906,3715
10005994,2025FA,4345,281,4064
10005995,2025FA,5775,1948,3827
10005996,2025FA,5045,910,4135
10005997,2025FA,5765,845,4920
10005998,2025FA,8628,5984,2644
10005998,2025SP,3626,2506,1120
10005999,2025FA,6072,3849,2223
10006000,2025FA,5701,2573,3128
10006001,2025FA,4384,1292,3092
10006001,2025SP,3545,4542,-997
10006002,2025FA,5444,3657,1787
10006003,2025FA,9302,4127,5175
10006003,2025SP,4819,617,4202
10006004,2025FA,4670,6371,-1701
10006004,2025SP,4694,6109,-1415
10006005,2025FA,10033,4803,5230
10006005,2025SP,4185,951,3234
10006006,2025FA,6313,1705,4608
10006006,2025SP,6823,705,6118
10006007,2025FA,4426,1213,3213
10006008,2025FA,5848,4808,1040
10006009,2025FA,8785,2503,6282
10006010,2025FA,4887,7513,-2626
10006011,2025FA,4759,2792,1967
10006012,2025FA,4781,3478,1303
10006013,2025FA,6171,4713,1458
10006014,2025FA,5360,3962,1398
10006015,2025FA,5550,6843,-1293
10006015,2025SP,6837,5561,1276
10006016,2025FA,4318,3689,629
10006017,2025FA,4393,2308,2085
10006018,2025FA,4527,5426,-899
10006019,2025FA,9919,4943,4976
10006019,2025SP,6027,4152,1875
10006020,2025FA,4531,5121,-590
10006021,2025FA,4811,2704,2107
10006022,2025FA,6768,704,6064
10006022,2025SP,4110,6166,-2056
10006023,2025FA,4330,2948,1382
10006023,2025SP,5271,1103,4168
10006024,2025FA,5749,581,5168
10006025,2025FA,4916,2593,2323
10006026,2025FA,9481,4040,5441
10006026,2025SP,6767,4649,2118
10006027,2025FA,5928,1354,4574
10006028,2025FA,4885,2392,2493
10006029,2025FA,4912,4924,-12
10006029,2025SP,3260,3228,32
10006030,2025FA,4368,831,3537
10006031,2025FA,10699,3633,7066
10006031,2025SP,4183,981,3202
10006032,2025FA,4678,4433,245
10006032,2025SP,3717,6159,-2442
10006033,2025FA,4726,2082,2644
10006033,2025SP,7948,2966,4982
10006034,2025FA,9241,4784,4457
10006034,2025SP,6671,4316,2355
10006035,2025FA,6421,4685,1736
10006036,2025FA,5575,1379,4196
10006037,2025FA,4397,4689,-292
10006037,2025SP,4897,5091,-194
10006038,2025FA,9427,4738,4689
10006039,2025FA,5099,1921,3178
10006040,2025FA,10535,5331,5204
10006041,2025FA,5466,3373,2093
10006042,2025FA,4538,2133,2405
10006043,2025FA,4438,8526,-4088
10006044,2025FA,9446,2445,7001
10006045,2025FA,5471,2924,2547
10006046,2025FA,9403,3344,6059
10006047,2025FA,11353,2226,9127
10006047,2025SP,6653,2992,3661
10006048,2025FA,5193,1501,3692
10006049,2025FA,5072,3474,1598
10006050,2025FA,5474,2455,3019
10006050,2025SP,3678,4684,-1006
10006051,2025FA,6511,4846,1665
10006052,2025FA,4887,225,4662
10006053,2025FA,8156,3094,5062
10006054,2025FA,5612,1299,4313
10006055,2025FA,6688,4455,2233
10006055,2025SP,5521,1974,3547
10006056,2025FA,4897,1826,3071
10006057,2025FA,4804,5794,-990
10006057,2025SP,5632,3819,1813
10006058,2025FA,6411,2711,3700
10006058,2025SP,4862,4385,477
10006059,2025FA,5852,1276,4576
10006059,2025SP,3964,1293,2671
10006060,2025FA,5946,4900,1046
10006060,2025SP,8805,819,7986
10006061,2025FA,11217,4939,6278
10006061,2025SP,3778,2536,1242
10006062,2025FA,4728,5406,-678
10006063,2025FA,4742,5192,-450
10006063,2025SP,3860,5547,-1687
10006064,2025FA,4842,5919,-1077
10006065,2025FA,8787,3464,5323
10006065,2025SP,9236,2579,6657
10006066,2025FA,4403,3529,874
10006066,2025SP,4501,4580,-79
10006067,2025FA,4663,2733,1930
10006068,2025FA,5052,2855,2197
10006069,2025FA,4429,1072,3357
10006069,2025SP,3707,3752,-45
10006070,2025FA,9275,3769,5506
10006071,2025FA,6079,2177,3902
10006072,2025FA,11426,1876,9550
10006073,2025FA,8021,4935,3086
10006074,2025FA,4868,5353,-485
10006075,2025FA,8016,3551,4465
10006076,2025FA,5463,5803,-340
10006077,2025FA,4943,7282,-2339
10006077,2025SP,4683,6428,-1745
10006078,2025FA,9457,3388,6069
10006078,2025SP,3820,300,3520
10006079,2025FA,4301,2868,1433
10006080,2025FA,8075,634,7441
10006080,2025SP,7464,2366,5098
10006081,2025FA,4846,4602,244
10006081,2025SP,3749,2727,1022
10006082,2025FA,5213,363,4850
10006083,2025FA,4553,5526,-973
10006084,2025FA,4505,4720,-215
10006084,2025SP,3765,2363,1402
10006085,2025FA,8039,3873,4166
10006085,2025SP,4392,6102,-1710
10006086,2025FA,4558,2336,2222
10006087,2025FA,8080,4028,4052
10006088,2025FA,4443,3883,560
10006089,2025FA,5892,1388,4504
10006090,2025FA,8624,978,7646
10006090,2025SP,3613,3749,-136
10006091,2025FA,6140,4350,1790
10006092,2025FA,4655,3223,1432
10006093,2025FA,10018,4179,5839
10006093,2025SP,4857,217,4640
10006094,2025FA,6459,1406,5053
10006094,2025SP,4089,2911,1178
10006095,2025FA,5016,3933,1083
10006096,2025FA,4837,3591,1246
10006096,2025SP,4744,2685,2059
10006097,2025FA,5908,2389,3519
10006098,2025FA,8118,1999,6119
10006098,2025SP,5418,3686,1732
10006099,2025FA,5033,4805,228
10006100,2025FA,11201,3634,7567
10006101,2025FA,4893,5797,-904
10006102,2025FA,8686,3888,4798
10006102,2025SP,5998,3563,2435
10006103,2025FA,4600,1607,2993
10006104,2025FA,4825,6013,-1188
10006105,2025FA,11811,4160,7651
10006105,2025SP,3374,2996,378
10006106,2025FA,4819,7525,-2706
10006107,2025FA,8788,1480,7308
10006107,2025SP,3528,4549,-1021
10006108,2025FA,8804,5256,3548
10006109,2025FA,8057,5371,2686
10006110,2025FA,4469,4553,-84
10006110,2025SP,4662,830,3832
10006111,2025FA,8029,3458,4571
10006111,2025SP,3834,2553,1281
10006112,2025FA,4776,1831,2945
10006112,2025SP,3724,2840,884
10006113,2025FA,8716,472,8244
10006113,2025SP,3692,4359,-667
10006114,2025FA,5195,3717,1478
10006115,2025FA,7932,3194,4738
10006115,2025SP,4001,2905,1096
10006116,2025FA,5390,4194,1196
10006117,2025FA,4908,878,4030
10006118,2025FA,11188,1590,9598
10006119,2025FA,12499,6723,5776
10006120,2025FA,4747,6012,-1265
10006121,2025FA,4846,1214,3632
10006121,2025SP,6766,1452,5314
10006122,2025FA,4572,3530,1042
10006123,2025FA,8568,6725,1843
10006124,2025FA,4651,1614,3037
10006125,2025FA,6230,759,5471
10006126,2025FA,4544,3184,1360
10006126,2025SP,3664,4096,-432
10006127,2025FA,6518,1792,4726
10006128,2025FA,10731,2687,8044
10006128,2025SP,3269,1795,1474
10006129,2025FA,4487,478,4009
10006129,2025SP,6900,2662,4238
10006130,2025FA,5292,3481,1811
10006131,2025FA,11361,5183,6178
10006131,2025SP,4662,417,4245
10006132,2025FA,9244,5698,3546
10006133,2025FA,5489,5773,-284
10006134,2025FA,6886,5596,1290
10006135,2025FA,5124,2502,2622
10006135,2025SP,3514,6189,-2675
10006136,2025FA,9437,2397,7040
10006137,2025FA,5000,1308,3692
10006137,2025SP,4548,1376,3172
10006138,2025FA,5291,5724,-433
10006138,2025SP,5085,3912,1173
10006139,2025FA,6336,1119,5217
10006140,2025FA,10548,1397,9151
10006140,2025SP,4419,1654,2765
10006141,2025FA,9396,2129,7267
10006142,2025FA,10765,5534,5231
10006143,2025FA,4300,5151,-851
10006143,2025SP,7438,2314,5124
10006144,2025FA,6568,4449,2119
10006145,2025FA,8032,2127,5905
10006145,2025SP,5212,1841,3371
10006146,2025FA,5576,3458,2118
10006147,2025FA,10577,3080,7497
10006148,2025FA,10546,6369,4177
10006149,2025FA,4318,3348,970
10006150,2025FA,5224,5670,-446
10006151,2025FA,6258,3203,3055
10006151,2025SP,5217,1717,3500
10006152,2025FA,9378,4018,5360
10006153,2025FA,6416,4550,1866
10006154,2025FA,8041,4666,3375
10006154,2025SP,8664,1651,7013
10006155,2025FA,5407,3336,2071
10006156,2025FA,5623,3402,2221
10006156,2025SP,5181,1837,3344
10006157,2025FA,6318,3732,2586
10006157,2025SP,7533,2921,4612
10006158,2025FA,5850,3379,2471
10006159,2025FA,4321,1970,2351
10006159,2025SP,3863,4622,-759
10006160,2025FA,4716,3105,1611
10006161,2025FA,4890,4043,847
10006161,2025SP,3364,5672,-2308
10006162,2025FA,4379,3123,1256
10006163,2025FA,5222,5412,-190
10006164,2025FA,5079,3655,1424
10006164,2025SP,6002,3622,2380
10006165,2025FA,5898,400,5498
10006166,2025FA,4531,2833,1698
10006167,2025FA,12536,2802,9734
10006167,2025SP,3841,4684,-843
10006168,2025FA,5036,1106,3930
10006169,2025FA,8163,2125,6038
10006170,2025FA,8744,6581,2163
10006170,2025SP,3802,766,3036
10006171,2025FA,4499,3447,1052
10006172,2025FA,5429,6586,-1157
10006172,2025SP,8012,1668,6344
10006173,2025FA,5789,5973,-184
10006173,2025SP,3763,1820,1943
10006174,2025FA,4364,3350,1014
10006175,2025FA,4930,4594,336
10006176,2025FA,5084,601,4483
10006177,2025FA,5029,4410,619
10006178,2025FA,5794,2218,3576
10006179,2025FA,10011,248,9763
10006179,2025SP,6651,5091,1560
10006180,2025FA,4898,3692,1206
10006180,2025SP,3607,1969,1638
10006181,2025FA,6441,5423,1018
10006182,2025FA,5095,1861,3234
10006182,2025SP,3297,1208,2089
10006183,2025FA,8032,253,7779
10006184,2025FA,5048,2775,2273
10006184,2025SP,5145,1340,3805
10006185,2025FA,5933,816,5117
10006186,2025FA,4512,2194,2318
10006187,2025FA,4849,5523,-674
10006188,2025FA,5524,1962,3562
10006189,2025FA,5230,2457,2773
10006189,2025SP,6043,1804,4239
10006190,2025FA,6223,3272,2951
10006190,2025SP,7486,7730,-244
10006191,2025FA,6081,4748,1333
10006192,2025FA,6247,1459,4788
10006193,2025FA,5159,1664,3495
10006194,2025FA,5867,5461,406
10006195,2025FA,5028,3576,1452
10006196,2025FA,4313,4850,-537
10006197,2025FA,4351,3187,1164
10006197,2025SP,4596,4185,411
10006198,2025FA,6219,2530,3689
10006199,2025FA,4851,1436,3415
10006200,2025FA,5174,5017,157
10006201,2025FA,4788,2281,2507
10006202,2025FA,4753,2429,2324
10006202,2025SP,3662,469,3193
10006203,2025FA,9952,5831,4121
10006204,2025FA,5498,5232,266
10006204,2025SP,8569,3850,4719
10006205,2025FA,8157,7137,1020
10006205,2025SP,3880,5713,-1833
10006206,2025FA,4853,5112,-259
10006207,2025FA,8606,4584,4022
10006208,2025FA,6103,2606,3497
10006209,2025FA,8719,2361,6358
10006209,2025SP,4808,601,4207
10006210,2025FA,4480,2647,1833
10006210,2025SP,5968,2826,3142
10006211,2025FA,5185,3478,1707
10006211,2025SP,5116,3822,1294
10006212,2025FA,5406,2074,3332
10006213,2025FA,5271,6619,-1348
10006213,2025SP,5225,4021,1204
10006214,2025FA,5879,2291,3588
10006215,2025FA,9354,1495,7859
10006216,2025FA,5080,2475,2605
10006217,2025FA,9991,3639,6352
10006217,2025SP,9441,6420,3021
10006218,2025FA,9253,2750,6503
10006218,2025SP,4128,4494,-366
10006219,2025FA,5417,4715,702
10006219,2025SP,6891,3582,3309
10006220,2025FA,11419,4721,6698
10006221,2025FA,4937,1050,3887
10006221,2025SP,5103,4805,298
10006222,2025FA,4685,3066,1619
10006222,2025SP,3275,3107,168
10006223,2025FA,4836,1558,3278
10006223,2025SP,9233,6018,3215
10006224,2025FA,8717,2859,5858
10006225,2025FA,8717,639,8078
10006226,2025FA,4662,2967,1695
10006226,2025SP,4476,3007,1469
10006227,2025FA,11387,4924,6463
10006228,2025FA,4316,3112,1204
10006229,2025FA,5177,1389,3788
10006230,2025FA,6583,3771,2812
10006230,2025SP,3626,6821,-3195
10006231,2025FA,6598,2470,4128
10006232,2025FA,10007,1614,8393
10006233,2025FA,4783,602,4181
10006234,2025FA,8006,1776,6230
10006234,2025SP,3763,3010,753
10006235,2025FA,6606,2949,3657
10006236,2025FA,5774,880,4894
10006237,2025FA,6576,2249,4327
10006237,2025SP,7980,3299,4681
10006238,2025FA,4847,3848,999
10006239,2025FA,4859,836,4023
10006240,2025FA,5238,4053,1185
10006241,2025FA,5789,2059,3730
10006242,2025FA,5002,3588,1414
10006243,2025FA,8795,3352,5443
10006244,2025FA,4765,4193,572
10006245,2025FA,4551,5069,-518
10006246,2025FA,8733,3542,5191
10006247,2025FA,4709,5151,-442
10006247,2025SP,5989,3226,2763
10006248,2025FA,5825,3768,2057
10006248,2025SP,5110,2119,2991
10006249,2025FA,9445,6152,3293
10006250,2025FA,4588,2084,2504
10006251,2025FA,6083,3072,3011
10006252,2025FA,6072,2930,3142
10006253,2025FA,4799,3773,1026
10006253,2025SP,3783,1895,1888
10006254,2025FA,10764,3986,6778
10006254,2025SP,3985,4215,-230
10006255,2025FA,5057,2260,2797
10006255,2025SP,4091,2231,1860
10006256,2025FA,4322,247,4075
10006256,2025SP,8727,4870,3857
10006257,2025FA,5198,2098,3100
10006257,2025SP,3306,1878,1428
10006258,2025FA,4489,4524,-35
10006259,2025FA,5496,3119,2377
10006259,2025SP,5229,5501,-272
10006260,2025FA,8735,3978,4757
10006261,2025FA,5384,2108,3276
10006262,2025FA,10050,532,9518
10006262,2025SP,5555,5899,-344
10006263,2025FA,4666,5497,-831
10006263,2025SP,8793,6588,2205
10006264,2025FA,4653,2379,2274
10006265,2025FA,5439,5585,-146
10006266,2025FA,8753,738,8015
10006267,2025FA,5219,5745,-526
10006267,2025SP,3871,804,3067
10006268,2025FA,4535,1363,3172
10006269,2025FA,8197,4017,4180
10006270,2025FA,11155,3086,8069
10006271,2025FA,4816,5301,-485
10006272,2025FA,7901,5413,2488
10006273,2025FA,4850,1994,2856
10006274,2025FA,4596,5883,-1287
10006275,2025FA,4528,4434,94
10006275,2025SP,3834,2176,1658
10006276,2025FA,6346,3305,3041
10006277,2025FA,4713,4464,249
10006277,2025SP,8565,6630,1935
10006278,2025FA,6053,4313,1740
10006279,2025FA,5731,2712,3019
10006280,2025FA,10555,5565,4990
10006281,2025FA,5743,4376,1367
10006282,2025FA,8020,5614,2406
10006282,2025SP,4573,4972,-399
10006283,2025FA,5548,4208,1340
10006283,2025SP,3434,2499,935
10006284,2025FA,4939,4560,379
10006285,2025FA,5739,3706,2033
10006286,2025FA,5210,3824,1386
10006286,2025SP,3756,534,3222
10006287,2025FA,5242,3252,1990
10006288,2025FA,5755,1499,4256
10006289,2025FA,5516,1043,4473
10006290,2025FA,5511,3006,2505
10006291,2025FA,5406,2812,2594
10006292,2025FA,5021,2141,2880
10006293,2025FA,11285,3398,7887
10006293,2025SP,6854,3858,2996
10006294,2025FA,7904,4090,3814
10006294,2025SP,4375,3218,1157
10006295,2025FA,6553,4535,2018
10006296,2025FA,5730,5120,610
10006297,2025FA,4535,3891,644
10006298,2025FA,6337,6777,-440
10006299,2025FA,5977,1584,4393
10006300,2025FA,10516,2763,7753
10006301,2025FA,5005,3687,1318
10006302,2025FA,9944,853,9091
10006302,2025SP,3961,2380,1581
10006303,2025FA,4481,3489,992
10006304,2025FA,5096,3392,1704
10006304,2025SP,5056,5300,-244
10006305,2025FA,4900,4959,-59
10006306,2025FA,5054,1089,3965
10006307,2025FA,10018,2396,7622
10006308,2025FA,8756,2842,5914
10006309,2025FA,4707,4640,67
10006309,2025SP,8670,3046,5624
10006310,2025FA,5978,3383,2595
10006311,2025FA,8681,3083,5598
10006312,2025FA,9448,1150,8298
10006312,2025SP,3848,3220,628
10006313,2025FA,5464,3395,2069
10006314,2025FA,4549,1947,2602
10006314,2025SP,4758,2550,2208
10006315,2025FA,4799,3980,819
10006316,2025FA,10702,3264,7438
10006317,2025FA,5540,3775,1765
10006318,2025FA,4804,1825,2979
10006319,2025FA,8689,3313,5376
10006319,2025SP,6831,3698,3133
10006320,2025FA,5833,917,4916
10006321,2025FA,4714,4680,34
10006322,2025FA,5945,3534,2411
10006322,2025SP,7323,1138,6185
10006323,2025FA,5516,3981,1535
10006323,2025SP,8614,1397,7217
10006324,2025FA,9913,6459,3454
10006325,2025FA,4337,6741,-2404
10006325,2025SP,4373,2748,1625
10006326,2025FA,6295,2395,3900
10006326,2025SP,5459,2008,3451
10006327,2025FA,5241,3732,1509
10006328,2025FA,5542,1615,3927
10006328,2025SP,8704,6429,2275
10006329,2025FA,5633,5210,423
10006329,2025SP,3297,345,2952
10006330,2025FA,6693,3261,3432
10006330,2025SP,3978,1749,2229
10006331,2025FA,8774,3862,4912
10006332,2025FA,10669,2710,7959
10006332,2025SP,8033,1264,6769
10006333,2025FA,4826,3502,1324
10006334,2025FA,5187,3202,1985
10006335,2025FA,4772,4089,683
10006336,2025FA,5088,1184,3904
10006337,2025FA,4310,4610,-300
10006338,2025FA,6186,3110,3076
10006338,2025SP,3404,1569,1835
10006339,2025FA,4693,1729,2964
10006339,2025SP,4513,2982,1531
10006340,2025FA,4772,5421,-649
10006341,2025FA,6284,4719,1565
10006342,2025FA,8127,1987,6140
10006343,2025FA,5889,3137,2752
10006344,2025FA,4731,5537,-806
10006345,2025FA,4822,2292,2530
10006346,2025FA,5256,5541,-285
10006346,2025SP,7292,2918,4374
10006347,2025FA,5273,5064,209
10006347,2025SP,4446,4199,247
10006348,2025FA,5175,4866,309
10006349,2025FA,4837,5025,-188
10006349,2025SP,4578,1482,3096
10006350,2025FA,5839,2633,3206
10006350,2025SP,4307,2131,2176
10006351,2025FA,4584,2378,2206
10006351,2025SP,4755,4208,547
10006352,2025FA,4763,6324,-1561
10006353,2025FA,4760,3009,1751
10006353,2025SP,3805,3437,368
10006354,2025FA,6289,3685,2604
10006354,2025SP,6683,2453,4230
10006355,2025FA,7047,2699,4348
10006356,2025FA,5862,3149,2713
10006357,2025FA,9251,2708,6543
10006358,2025FA,9267,1970,7297
10006359,2025FA,5832,1193,4639
10006360,2025FA,6265,4717,1548
10006360,2025SP,4749,439,4310
10006361,2025FA,6168,4656,1512
10006361,2025SP,6754,5360,1394
10006362,2025FA,5641,1512,4129
10006362,2025SP,9310,3302,6008
10006363,2025FA,9894,1889,8005
10006363,2025SP,4914,3752,1162
10006364,2025FA,10511,1751,8760
10006365,2025FA,4394,552,3842
10006365,2025SP,3708,2408,1300
10006366,2025FA,4460,3242,1218
10006366,2025SP,4752,4853,-101
10006367,2025FA,4350,266,4084
10006367,2025SP,4399,3236,1163
10006368,2025FA,5713,845,4868
10006369,2025FA,4445,4385,60
10006369,2025SP,4718,2560,2158
10006370,2025FA,6148,5075,1073
10006370,2025SP,8169,2232,5937
10006371,2025FA,4911,1994,2917
10006371,2025SP,3737,2549,1188
10006372,2025FA,5270,3148,2122
10006373,2025FA,5299,4899,400
10006374,2025FA,5043,4297,746
10006375,2025FA,5770,2176,3594
10006375,2025SP,6857,3869,2988
10006376,2025FA,5173,1885,3288
10006377,2025FA,5221,1252,3969
10006378,2025FA,4331,2856,1475
10006379,2025FA,4692,2053,2639
10006379,2025SP,6689,1455,5234
10006380,2025FA,11410,1702,9708
10006381,2025FA,9303,2828,6475
10006382,2025FA,7979,3730,4249
10006383,2025FA,5137,3281,1856
10006383,2025SP,3740,4208,-468
10006384,2025FA,5873,3186,2687
10006385,2025FA,4840,4192,648
10006386,2025FA,4825,818,4007
10006386,2025SP,8060,2905,5155
10006387,2025FA,4441,4991,-550
10006388,2025FA,5645,2985,2660
10006389,2025FA,4381,996,3385
10006389,2025SP,4672,3402,1270
10006390,2025FA,5937,1590,4347
10006390,2025SP,5199,5067,132
10006391,2025FA,5052,5162,-110
10006392,2025FA,5176,3815,1361
10006392,2025SP,8642,2568,6074
10006393,2025FA,4693,3609,1084
10006394,2025FA,4907,5306,-399
10006394,2025SP,8043,508,7535
10006395,2025FA,8035,672,7363
10006395,2025SP,4321,3765,556
10006396,2025FA,10079,2490,7589
10006397,2025FA,6164,5733,431
10006397,2025SP,3406,4108,-702
10006398,2025FA,5256,2204,3052
10006398,2025SP,4215,2563,1652
10006399,2025FA,8750,1556,7194
10006399,2025SP,9401,2784,6617
10006400,2025FA,8180,5144,3036
10006401,2025FA,8571,1994,6577
10006401,2025SP,3257,3764,-507
10006402,2025FA,12503,1904,10599
10006403,2025FA,4487,2754,1733
10006404,2025FA,5436,3836,1600
10006404,2025SP,7904,1678,6226
10006405,2025FA,6140,2429,3711
10006405,2025SP,3403,1454,1949
10006406,2025FA,4794,3403,1391
10006406,2025SP,4248,3821,427
10006407,2025FA,5186,3586,1600
10006408,2025FA,5201,1743,3458
10006408,2025SP,3813,2918,895
10006409,2025FA,5290,3135,2155
10006410,2025FA,5432,706,4726
10006410,2025SP,4311,3155,1156
10006411,2025FA,4879,746,4133
10006412,2025FA,4830,2138,2692
10006413,2025FA,7969,4326,3643
10006414,2025FA,5888,1299,4589
10006414,2025SP,4115,3356,759
10006415,2025FA,4940,391,4549
10006416,2025FA,6286,2122,4164
10006417,2025FA,11342,4622,6720
10006418,2025FA,6327,3604,2723
10006419,2025FA,4843,4072,771
10006420,2025FA,5198,1733,3465
10006421,2025FA,5063,2559,2504
10006421,2025SP,4874,2748,2126
10006422,2025FA,4903,5725,-822
10006422,2025SP,5232,380,4852
10006423,2025FA,5919,4168,1751
10006424,2025FA,5565,6496,-931
10006424,2025SP,3531,2030,1501
10006425,2025FA,8605,5573,3032
10006426,2025FA,4840,1795,3045
10006427,2025FA,5725,2425,3300
10006428,2025FA,6070,3117,2953
10006428,2025SP,7920,5918,2002
10006429,2025FA,11895,3865,8030
10006430,2025FA,4472,6462,-1990
10006430,2025SP,4820,3536,1284
10006431,2025FA,4844,5665,-821
10006432,2025FA,5144,2849,2295
10006433,2025FA,4650,1987,2663
10006433,2025SP,4871,3934,937
10006434,2025FA,4581,4643,-62
10006435,2025FA,9284,940,8344
10006436,2025FA,6880,2335,4545
10006437,2025FA,5938,2171,3767
10006437,2025SP,4514,675,3839
10006438,2025FA,5098,4644,454
10006439,2025FA,4652,1735,2917
10006440,2025FA,5190,5601,-411
10006440,2025SP,5261,4879,382
10006441,2025FA,4399,2780,1619
10006441,2025SP,4486,2379,2107
10006442,2025FA,7247,1750,5497
10006443,2025FA,5273,3123,2150
10006444,2025FA,4917,1851,3066
10006445,2025FA,4516,1429,3087
10006446,2025FA,9459,3551,5908
10006447,2025FA,4782,2819,1963
10006447,2025SP,6746,5189,1557
10006448,2025FA,5143,6199,-1056
10006448,2025SP,6013,1933,4080
10006449,2025FA,5069,4834,235
10006449,2025SP,3641,993,2648
10006450,2025FA,4350,1888,2462
10006450,2025SP,3410,2337,1073
10006451,2025FA,8785,1850,6935
10006451,2025SP,5165,1850,3315
10006452,2025FA,5054,3450,1604
10006452,2025SP,9211,3384,5827
10006453,2025FA,9928,2921,7007
10006454,2025FA,6121,2709,3412
10006455,2025FA,4795,4314,481
10006456,2025FA,4755,4216,539
10006456,2025SP,3863,6160,-2297
10006457,2025FA,9279,1729,7550
10006457,2025SP,8607,4237,4370
10006458,2025FA,8126,2344,5782
10006459,2025FA,6270,1462,4808
10006459,2025SP,4387,4289,98
10006460,2025FA,4844,2996,1848
10006461,2025FA,10548,3619,6929
10006462,2025FA,4334,2916,1418
10006462,2025SP,5357,1723,3634
10006463,2025FA,5210,5359,-149
10006464,2025FA,4581,6165,-1584
10006465,2025FA,4668,228,4440
10006466,2025FA,8672,8036,636
10006467,2025FA,5035,5946,-911
10006467,2025SP,3304,1601,1703
10006468,2025FA,11434,3507,7927
10006468,2025SP,9356,5805,3551
10006469,2025FA,8591,1071,7520
10006470,2025FA,5508,3513,1995
10006471,2025FA,4800,4450,350
10006471,2025SP,4782,4715,67
10006472,2025FA,8157,4159,3998
10006473,2025FA,12021,4991,7030
10006473,2025SP,10008,1291,8717
10006474,2025FA,5065,2861,2204
10006474,2025SP,3766,966,2800
10006475,2025FA,5966,3537,2429
10006476,2025FA,4315,3322,993
10006477,2025FA,12047,4745,7302
10006478,2025FA,5207,5517,-310
10006479,2025FA,8771,3270,5501
10006479,2025SP,3427,7269,-3842
10006480,2025FA,10102,5078,5024
10006481,2025FA,5453,3424,2029
10006481,2025SP,4085,3339,746
10006482,2025FA,8760,777,7983
10006483,2025FA,6172,1602,4570
10006483,2025SP,4868,6888,-2020
10006484,2025FA,4853,3273,1580
10006485,2025FA,11256,4572,6684
10006485,2025SP,4883,2837,2046
10006486,2025FA,4489,3462,1027
10006486,2025SP,8000,1888,6112
10006487,2025FA,4904,4634,270
10006488,2025FA,5493,3434,2059
10006488,2025SP,5574,5176,398
10006489,2025FA,4552,7088,-2536
10006490,2025FA,6349,6790,-441
10006491,2025FA,5740,4312,1428
10006492,2025FA,4568,3298,1270
10006492,2025SP,4917,3569,1348
10006493,2025FA,8823,2285,6538
10006493,2025SP,6772,3605,3167
10006494,2025FA,5975,3293,2682
10006495,2025FA,4685,893,3792
10006495,2025SP,3602,585,3017
10006496,2025FA,5958,2413,3545
10006497,2025FA,4399,3484,915
10006497,2025SP,4085,5725,-1640
10006498,2025FA,10610,2552,8058
10006499,2025FA,4787,5913,-1126
10006499,2025SP,3782,5817,-2035
10006500,2025FA,8651,4008,4643
10006500,2025SP,6729,4518,2211
10006501,2025FA,10586,3034,7552
10006502,2025FA,8824,2505,6319
10006503,2025FA,12038,2688,9350
10006504,2025FA,11274,5152,6122
10006505,2025FA,5444,1991,3453
10006506,2025FA,5979,1192,4787
10006506,2025SP,5100,5202,-102
10006507,2025FA,4698,1888,2810
10006508,2025FA,4707,1245,3462
10006509,2025FA,11156,3532,7624
10006509,2025SP,6022,1887,4135
10006510,2025FA,5762,1032,4730
10006511,2025FA,5221,2029,3192
10006511,2025SP,4866,4797,69
10006512,2025FA,10716,1129,9587
10006513,2025FA,5256,2831,2425
10006514,2025FA,9305,4438,4867
10006514,2025SP,8837,2426,6411
10006515,2025FA,6630,1479,5151
10006516,2025FA,5939,4818,1121
10006517,2025FA,4578,2182,2396
10006518,2025FA,10716,7390,3326
10006519,2025FA,5185,4665,520
10006520,2025FA,9860,2184,7676
