note_id,student_id,advisor_id,note_dt,category,risk_flag
NOTE0003286,10005579,ADV001,2025-03-14,Career,0
NOTE0003287,10005582,ADV047,2025-03-09,Wellness,0
NOTE0003288,10005584,ADV008,2025-09-13,Academic,1
NOTE0003289,10005584,ADV034,2025-03-12,Financial,0
NOTE0003290,10005589,ADV014,2025-10-20,Career,1
NOTE0003291,10005593,ADV046,2025-02-02,Wellness,1
NOTE0003292,10005593,ADV003,2025-09-11,Wellness,0
NOTE0003293,10005594,ADV036,2025-09-04,Academic,0
NOTE0003294,10005595,ADV003,2025-10-10,Academic,1
NOTE0003295,10005595,ADV028,2025-09-14,Wellness,0
NOTE0003296,10005600,ADV043,2025-09-17,Financial,1
NOTE0003297,10005601,ADV033,2025-03-02,Wellness,0
NOTE0003298,10005603,ADV031,2025-02-05,Career,0
NOTE0003299,10005607,ADV011,2025-10-03,Career,0
NOTE0003300,10005615,ADV045,2025-10-20,Academic,1
NOTE0003301,10005617,ADV036,2025-09-10,Academic,1
NOTE0003302,10005619,ADV021,2025-03-21,Career,0
NOTE0003303,10005622,ADV032,2025-09-28,Financial,0
NOTE0003304,10005622,ADV021,2025-03-14,Career,0
NOTE0003305,10005624,ADV020,2025-09-23,Academic,0
NOTE0003306,10005624,ADV048,2025-03-07,Career,0
NOTE0003307,10005629,ADV025,2025-03-01,Career,0
NOTE0003308,10005629,ADV016,2025-09-16,Academic,0
NOTE0003309,10005629,ADV049,2025-03-19,Wellness,0
NOTE0003310,10005630,ADV015,2025-09-26,Career,1
NOTE0003311,10005631,ADV040,2025-10-16,Academic,0
NOTE0003312,10005631,ADV026,2025-02-17,Wellness,1
NOTE0003313,10005631,ADV022,2025-09-01,Wellness,1
NOTE0003314,10005632,ADV049,2025-02-21,Academic,1
NOTE0003315,10005635,ADV021,2025-03-07,Career,0
NOTE0003316,10005638,ADV050,2025-09-04,Financial,0
NOTE0003317,10005639,ADV026,2025-02-18,Career,0
NOTE0003318,10005640,ADV008,2025-03-15,Financial,0
NOTE0003319,10005642,ADV017,2025-09-09,Wellness,1
NOTE0003320,10005642,ADV031,2025-03-24,Financial,0
NOTE0003321,10005647,ADV042,2025-02-28,Career,0
NOTE0003322,10005648,ADV026,2025-09-01,Academic,0
NOTE0003323,10005648,ADV039,2025-10-09,Wellness,0
NOTE0003324,10005649,ADV027,2025-03-26,Academic,1
NOTE0003325,10005650,ADV031,2025-10-01,Wellness,0
NOTE0003326,10005650,ADV015,2025-02-24,Wellness,1
NOTE0003327,10005651,ADV040,2025-10-11,Wellness,1
NOTE0003328,10005652,ADV050,2025-02-03,Career,1
NOTE0003329,10005655,ADV035,2025-02-15,Wellness,1
NOTE0003330,10005656,ADV005,2025-09-01,Academic,1
NOTE0003331,10005657,ADV020,2025-02-23,Academic,0
NOTE0003332,10005660,ADV022,2025-03-05,Career,0
NOTE0003333,10005664,ADV034,2025-02-23,Wellness,0
NOTE0003334,10005664,ADV002,2025-10-24,Career,1
NOTE0003335,10005665,ADV039,2025-03-10,Academic,0
NOTE0003336,10005668,ADV005,2025-03-05,Career,0
NOTE0003337,10005670,ADV016,2025-03-02,Career,1
NOTE0003338,10005674,ADV032,2025-02-02,Financial,0
NOTE0003339,10005676,ADV001,2025-09-06,Wellness,1
NOTE0003340,10005680,ADV009,2025-02-02,Financial,0
NOTE0003341,10005680,ADV042,2025-10-19,Financial,0
NOTE0003342,10005684,ADV034,2025-09-17,Financial,0
NOTE0003343,10005686,ADV044,2025-10-21,Wellness,0
NOTE0003344,10005688,ADV042,2025-09-18,Academic,0
NOTE0003345,10005692,ADV038,2025-10-16,Career,0
NOTE0003346,10005692,ADV006,2025-10-04,Financial,0
NOTE0003347,10005694,ADV002,2025-10-15,Academic,0
NOTE0003348,10005694,ADV022,2025-09-13,Career,0
NOTE0003349,10005694,ADV035,2025-10-02,Academic,0
NOTE0003350,10005696,ADV038,2025-10-16,Career,0
NOTE0003351,10005696,ADV017,2025-10-13,Career,0
NOTE0003352,10005696,ADV037,2025-09-08,Academic,0
NOTE0003353,10005703,ADV007,2025-10-20,Academic,1
NOTE0003354,10005703,ADV003,2025-10-04,Academic,0
NOTE0003355,10005704,ADV042,2025-09-09,Career,1
NOTE0003356,10005706,ADV023,2025-03-25,Financial,0
NOTE0003357,10005706,ADV007,2025-03-20,Career,1
NOTE0003358,10005708,ADV006,2025-10-07,Academic,0
NOTE0003359,10005711,ADV029,2025-10-22,Financial,1
NOTE0003360,10005712,ADV030,2025-03-23,Financial,1
NOTE0003361,10005712,ADV019,2025-09-22,Academic,0
NOTE0003362,10005712,ADV038,2025-09-09,Academic,0
NOTE0003363,10005713,ADV010,2025-09-09,Financial,0
NOTE0003364,10005713,ADV020,2025-02-08,Academic,0
NOTE0003365,10005713,ADV001,2025-10-08,Career,0
NOTE0003366,10005718,ADV036,2025-10-11,Academic,0
NOTE0003367,10005718,ADV018,2025-10-21,Financial,1
NOTE0003368,10005718,ADV046,2025-02-22,Wellness,0
NOTE0003369,10005721,ADV021,2025-02-15,Financial,0
NOTE0003370,10005723,ADV020,2025-09-10,Financial,1
NOTE0003371,10005724,ADV002,2025-10-05,Academic,1
NOTE0003372,10005725,ADV043,2025-02-10,Career,0
NOTE0003373,10005727,ADV050,2025-10-22,Financial,0
NOTE0003374,10005732,ADV047,2025-10-10,Financial,1
NOTE0003375,10005737,ADV039,2025-03-21,Financial,1
NOTE0003376,10005738,ADV002,2025-10-08,Financial,1
NOTE0003377,10005740,ADV024,2025-02-04,Academic,1
NOTE0003378,10005743,ADV001,2025-03-18,Financial,0
NOTE0003379,10005743,ADV036,2025-03-13,Wellness,0
NOTE0003380,10005744,ADV034,2025-02-27,Career,0
NOTE0003381,10005745,ADV050,2025-09-18,Wellness,0
NOTE0003382,10005745,ADV026,2025-02-10,Wellness,0
NOTE0003383,10005748,ADV005,2025-10-19,Academic,0
NOTE0003384,10005750,ADV003,2025-02-21,Financial,0
NOTE0003385,10005751,ADV046,2025-02-06,Career,0
NOTE0003386,10005752,ADV034,2025-02-13,Wellness,0
NOTE0003387,10005754,ADV019,2025-09-26,Wellness,0
NOTE0003388,10005754,ADV004,2025-02-02,Academic,0
NOTE0003389,10005760,ADV040,2025-03-06,Financial,0
NOTE0003390,10005766,ADV009,2025-03-14,Wellness,0
NOTE0003391,10005766,ADV044,2025-10-20,Career,0
NOTE0003392,10005769,ADV036,2025-03-11,Academic,0
NOTE0003393,10005771,ADV048,2025-10-02,Financial,1
NOTE0003394,10005771,ADV031,2025-02-07,Career,0
NOTE0003395,10005772,ADV007,2025-10-21,Career,0
NOTE0003396,10005773,ADV037,2025-02-27,Academic,0
NOTE0003397,10005774,ADV010,2025-03-24,Wellness,1
NOTE0003398,10005774,ADV035,2025-10-05,Academic,0
NOTE0003399,10005777,ADV026,2025-03-06,Financial,0
NOTE0003400,10005782,ADV033,2025-03-22,Academic,1
NOTE0003401,10005785,ADV024,2025-03-05,Wellness,1
NOTE0003402,10005787,ADV040,2025-02-19,Academic,0
NOTE0003403,10005788,ADV039,2025-03-24,Financial,0
NOTE0003404,10005789,ADV038,2025-03-07,Wellness,0
NOTE0003405,10005790,ADV008,2025-02-07,Career,0
NOTE0003406,10005790,ADV022,2025-09-07,Wellness,0
NOTE0003407,10005792,ADV020,2025-10-08,Academic,0
NOTE0003408,10005795,ADV007,2025-09-18,Career,0
NOTE0003409,10005796,ADV012,2025-10-21,Financial,0
NOTE0003410,10005798,ADV017,2025-03-24,Career,1
NOTE0003411,10005798,ADV042,2025-10-15,Wellness,1
NOTE0003412,10005807,ADV017,2025-09-14,Wellness,0
NOTE0003413,10005808,ADV017,2025-09-14,Academic,0
NOTE0003414,10005812,ADV011,2025-10-24,Financial,0
NOTE0003415,10005814,ADV028,2025-02-21,Career,0
NOTE0003416,10005814,ADV004,2025-02-26,Wellness,0
NOTE0003417,10005816,ADV004,2025-10-12,Academic,1
NOTE0003418,10005819,ADV035,2025-10-28,Career,1
NOTE0003419,10005820,ADV036,2025-09-12,Career,1
NOTE0003420,10005821,ADV037,2025-03-27,Academic,0
NOTE0003421,10005822,ADV046,2025-02-13,Wellness,0
NOTE0003422,10005825,ADV049,2025-10-07,Career,0
NOTE0003423,10005825,ADV020,2025-10-03,Financial,0
NOTE0003424,10005826,ADV020,2025-10-22,Financial,0
NOTE0003425,10005829,ADV048,2025-09-20,Financial,0
NOTE0003426,10005831,ADV026,2025-10-05,Wellness,0
NOTE0003427,10005832,ADV008,2025-10-02,Academic,1
NOTE0003428,10005833,ADV027,2025-09-26,Academic,0
NOTE0003429,10005835,ADV025,2025-10-23,Career,0
NOTE0003430,10005835,ADV019,2025-02-12,Career,0
NOTE0003431,10005840,ADV011,2025-09-12,Academic,1
NOTE0003432,10005843,ADV004,2025-09-17,Financial,1
NOTE0003433,10005847,ADV020,2025-09-10,Financial,0
NOTE0003434,10005847,ADV006,2025-10-05,Career,1
NOTE0003435,10005848,ADV041,2025-02-04,Academic,0
NOTE0003436,10005850,ADV013,2025-03-13,Wellness,0
NOTE0003437,10005850,ADV038,2025-09-19,Career,1
NOTE0003438,10005857,ADV046,2025-03-28,Academic,0
NOTE0003439,10005858,ADV013,2025-02-26,Financial,1
NOTE0003440,10005860,ADV001,2025-02-26,Academic,0
NOTE0003441,10005863,ADV001,2025-02-08,Academic,1
NOTE0003442,10005863,ADV001,2025-09-06,Wellness,0
NOTE0003443,10005863,ADV016,2025-10-03,Career,0
NOTE0003444,10005865,ADV005,2025-09-14,Career,1
NOTE0003445,10005865,ADV039,2025-09-01,Wellness,0
NOTE0003446,10005866,ADV038,2025-03-26,Academic,0
NOTE0003447,10005871,ADV029,2025-09-28,Wellness,0
NOTE0003448,10005871,ADV037,2025-09-26,Financial,1
NOTE0003449,10005876,ADV036,2025-09-23,Career,1
NOTE0003450,10005877,ADV019,2025-09-25,Financial,0
NOTE0003451,10005877,ADV012,2025-03-20,Academic,1
NOTE0003452,10005883,ADV041,2025-02-22,Wellness,0
NOTE0003453,10005883,ADV012,2025-03-15,Financial,0
NOTE0003454,10005887,ADV016,2025-02-14,Career,0
NOTE0003455,10005887,ADV031,2025-02-09,Financial,0
NOTE0003456,10005887,ADV033,2025-09-06,Academic,1
NOTE0003457,10005893,ADV021,2025-03-26,Wellness,0
NOTE0003458,10005895,ADV021,2025-09-19,Wellness,1
NOTE0003459,10005899,ADV014,2025-02-10,Wellness,0
NOTE0003460,10005900,ADV038,2025-03-16,Career,0
NOTE0003461,10005902,ADV032,2025-03-11,Career,0
NOTE0003462,10005903,ADV032,2025-10-22,Wellness,1
NOTE0003463,10005903,ADV019,2025-02-21,Financial,1
NOTE0003464,10005905,ADV008,2025-03-22,Financial,1
NOTE0003465,10005910,ADV018,2025-10-05,Career,0
NOTE0003466,10005911,ADV028,2025-10-13,Financial,0
NOTE0003467,10005912,ADV038,2025-02-14,Financial,1
NOTE0003468,10005913,ADV039,2025-10-13,Academic,0
NOTE0003469,10005917,ADV048,2025-09-18,Financial,1
NOTE0003470,10005922,ADV031,2025-09-25,Career,1
NOTE0003471,10005925,ADV020,2025-03-22,Academic,0
NOTE0003472,10005926,ADV047,2025-02-08,Academic,0
NOTE0003473,10005927,ADV049,2025-10-05,Financial,1
NOTE0003474,10005931,ADV049,2025-02-14,Academic,0
NOTE0003475,10005931,ADV050,2025-09-20,Wellness,0
NOTE0003476,10005932,ADV030,2025-02-23,Academic,0
NOTE0003477,10005932,ADV043,2025-10-14,Career,1
NOTE0003478,10005934,ADV011,2025-10-21,Wellness,1
NOTE0003479,10005938,ADV025,2025-02-05,Financial,1
NOTE0003480,10005938,ADV012,2025-02-19,Academic,1
NOTE0003481,10005938,ADV002,2025-03-20,Financial,0
NOTE0003482,10005941,ADV003,2025-02-03,Career,1
NOTE0003483,10005942,ADV035,2025-09-03,Career,0
NOTE0003484,10005944,ADV012,2025-03-13,Wellness,0
NOTE0003485,10005944,ADV012,2025-09-15,Academic,0
NOTE0003486,10005945,ADV033,2025-02-16,Wellness,0
NOTE0003487,10005946,ADV027,2025-03-12,Financial,0
NOTE0003488,10005952,ADV044,2025-09-18,Academic,0
NOTE0003489,10005957,ADV021,2025-03-03,Academic,0
NOTE0003490,10005957,ADV049,2025-02-17,Career,1
NOTE0003491,10005959,ADV005,2025-02-08,Wellness,0
NOTE0003492,10005960,ADV008,2025-10-22,Career,0
NOTE0003493,10005961,ADV047,2025-10-03,Career,1
NOTE0003494,10005962,ADV022,2025-09-11,Wellness,0
NOTE0003495,10005963,ADV021,2025-03-09,Financial,1
NOTE0003496,10005965,ADV032,2025-03-20,Financial,0
NOTE0003497,10005966,ADV031,2025-10-27,Career,0
NOTE0003498,10005966,ADV010,2025-09-05,Career,0
NOTE0003499,10005966,ADV038,2025-03-28,Academic,1
NOTE0003500,10005968,ADV039,2025-09-14,Wellness,0
NOTE0003501,10005969,ADV003,2025-10-27,Academic,0
NOTE0003502,10005973,ADV022,2025-10-22,Career,0
NOTE0003503,10005975,ADV003,2025-09-25,Career,1
NOTE0003504,10005977,ADV019,2025-10-28,Career,0
NOTE0003505,10005977,ADV047,2025-03-08,Academic,0
NOTE0003506,10005981,ADV004,2025-02-27,Wellness,0
NOTE0003507,10005981,ADV048,2025-09-09,Academic,0
NOTE0003508,10005982,ADV044,2025-03-19,Academic,0
NOTE0003509,10005985,ADV018,2025-09-17,Academic,1
NOTE0003510,10005987,ADV020,2025-10-27,Academic,0
NOTE0003511,10005988,ADV009,2025-09-15,Career,0
NOTE0003512,10005988,ADV036,2025-02-28,Wellness,0
NOTE0003513,10005992,ADV009,2025-10-03,Career,0
NOTE0003514,10005993,ADV016,2025-10-22,Financial,0
NOTE0003515,10005995,ADV034,2025-03-09,Academic,0
NOTE0003516,10005996,ADV012,2025-02-17,Career,1
NOTE0003517,10005996,ADV028,2025-10-23,Career,0
NOTE0003518,10006000,ADV009,2025-03-04,Career,0
NOTE0003519,10006002,ADV023,2025-02-05,Wellness,0
NOTE0003520,10006003,ADV030,2025-03-20,Financial,1
NOTE0003521,10006003,ADV040,2025-03-14,Academic,1
NOTE0003522,10006008,ADV036,2025-03-02,Financial,0
NOTE0003523,10006008,ADV030,2025-10-21,Financial,1
NOTE0003524,10006009,ADV025,2025-10-15,Financial,0
NOTE0003525,10006010,ADV010,2025-03-01,Financial,0
NOTE0003526,10006013,ADV023,2025-10-16,Career,1
NOTE0003527,10006014,ADV039,2025-02-21,Financial,0
NOTE0003528,10006015,ADV033,2025-10-08,Academic,1
NOTE0003529,10006016,ADV029,2025-03-05,Financial,0
NOTE0003530,10006018,ADV047,2025-03-22,Career,0
NOTE0003531,10006019,ADV032,2025-09-25,Career,0
NOTE0003532,10006022,ADV039,2025-10-27,Financial,0
NOTE0003533,10006024,ADV017,2025-09-05,Wellness,0
NOTE0003534,10006028,ADV046,2025-09-15,Career,0
NOTE0003535,10006029,ADV037,2025-02-24,Career,0
NOTE0003536,10006029,ADV046,2025-09-27,Academic,0
NOTE0003537,10006030,ADV043,2025-09-21,Financial,0
NOTE0003538,10006030,ADV010,2025-09-18,Financial,0
NOTE0003539,10006032,ADV008,2025-09-09,Financial,0
NOTE0003540,10006036,ADV037,2025-02-03,Financial,0
NOTE0003541,10006037,ADV012,2025-10-09,Wellness,0
NOTE0003542,10006039,ADV007,2025-03-09,Wellness,0
NOTE0003543,10006042,ADV040,2025-03-03,Wellness,0
NOTE0003544,10006045,ADV042,2025-03-05,Financial,1
NOTE0003545,10006048,ADV040,2025-09-12,Academic,1
NOTE0003546,10006050,ADV036,2025-03-20,Academic,1
NOTE0003547,10006053,ADV005,2025-02-06,Wellness,1
NOTE0003548,10006057,ADV012,2025-02-11,Financial,0
NOTE0003549,10006057,ADV007,2025-09-24,Financial,0
NOTE0003550,10006061,ADV029,2025-03-23,Career,0
NOTE0003551,10006061,ADV011,2025-09-21,Career,0
NOTE0003552,10006062,ADV018,2025-10-03,Wellness,0
NOTE0003553,10006062,ADV041,2025-02-25,Career,1
NOTE0003554,10006065,ADV034,2025-02-02,Career,0
NOTE0003555,10006066,ADV017,2025-10-11,Financial,0
NOTE0003556,10006074,ADV019,2025-10-20,Career,1
NOTE0003557,10006076,ADV048,2025-09-14,Financial,0
NOTE0003558,10006079,ADV019,2025-02-09,Career,0
NOTE0003559,10006080,ADV009,2025-03-09,Academic,0
NOTE0003560,10006081,ADV039,2025-02-18,Academic,0
NOTE0003561,10006081,ADV019,2025-02-07,Academic,1
NOTE0003562,10006086,ADV013,2025-02-08,Career,0
NOTE0003563,10006091,ADV050,2025-09-17,Financial,0
NOTE0003564,10006093,ADV015,2025-10-09,Financial,0
NOTE0003565,10006099,ADV022,2025-09-21,Financial,0
NOTE0003566,10006101,ADV002,2025-02-14,Wellness,1
NOTE0003567,10006103,ADV019,2025-10-12,Financial,1
NOTE0003568,10006103,ADV001,2025-02-18,Wellness,0
NOTE0003569,10006105,ADV005,2025-09-12,Wellness,0
NOTE0003570,10006105,ADV027,2025-10-27,Career,1
NOTE0003571,10006105,ADV005,2025-03-10,Wellness,1
NOTE0003572,10006108,ADV013,2025-10-27,Financial,0
NOTE0003573,10006109,ADV004,2025-10-15,Financial,1
NOTE0003574,10006109,ADV046,2025-02-17,Academic,0
NOTE0003575,10006112,ADV021,2025-10-08,Academic,1
NOTE0003576,10006112,ADV028,2025-09-01,Financial,0
NOTE0003577,10006115,ADV011,2025-09-14,Financial,0
NOTE0003578,10006123,ADV050,2025-09-06,Academic,1
NOTE0003579,10006123,ADV019,2025-03-20,Financial,1
NOTE0003580,10006126,ADV002,2025-09-28,Wellness,0
NOTE0003581,10006128,ADV048,2025-10-10,Wellness,0
NOTE0003582,10006128,ADV001,2025-09-09,Academic,0
NOTE0003583,10006129,ADV034,2025-09-01,Wellness,0
NOTE0003584,10006134,ADV007,2025-03-28,Financial,0
NOTE0003585,10006135,ADV024,2025-02-22,Wellness,0
NOTE0003586,10006139,ADV002,2025-02-23,Wellness,0
NOTE0003587,10006139,ADV049,2025-03-23,Financial,1
NOTE0003588,10006139,ADV034,2025-09-28,Career,0
NOTE0003589,10006140,ADV039,2025-09-23,Wellness,0
NOTE0003590,10006145,ADV036,2025-02-07,Financial,0
NOTE0003591,10006146,ADV048,2025-03-11,Career,0
NOTE0003592,10006149,ADV002,2025-09-04,Financial,0
NOTE0003593,10006156,ADV048,2025-10-07,Academic,0
NOTE0003594,10006157,ADV024,2025-09-11,Wellness,0
NOTE0003595,10006157,ADV044,2025-03-21,Financial,0
NOTE0003596,10006159,ADV012,2025-03-20,Career,0
NOTE0003597,10006161,ADV038,2025-10-04,Financial,1
NOTE0003598,10006163,ADV014,2025-09-04,Career,1
NOTE0003599,10006163,ADV039,2025-10-21,Academic,0
NOTE0003600,10006165,ADV002,2025-09-02,Academic,0
NOTE0003601,10006165,ADV013,2025-02-07,Academic,0
NOTE0003602,10006167,ADV025,2025-03-23,Academic,0
NOTE0003603,10006168,ADV023,2025-09-15,Wellness,0
NOTE0003604,10006169,ADV038,2025-10-24,Academic,1
NOTE0003605,10006172,ADV022,2025-09-01,Career,0
NOTE0003606,10006177,ADV050,2025-09-22,Academic,1
NOTE0003607,10006178,ADV002,2025-03-12,Wellness,1
NOTE0003608,10006178,ADV023,2025-02-28,Financial,0
NOTE0003609,10006183,ADV031,2025-09-27,Career,0
NOTE0003610,10006185,ADV035,2025-09-16,Financial,0
NOTE0003611,10006190,ADV014,2025-10-25,Wellness,1
NOTE0003612,10006193,ADV044,2025-10-03,Career,0
NOTE0003613,10006198,ADV039,2025-09-20,Career,0
NOTE0003614,10006200,ADV040,2025-02-01,Financial,1
NOTE0003615,10006201,ADV032,2025-10-28,Career,0
NOTE0003616,10006202,ADV027,2025-09-20,Academic,0
NOTE0003617,10006203,ADV023,2025-03-23,Financial,0
NOTE0003618,10006204,ADV016,2025-03-04,Wellness,1
NOTE0003619,10006204,ADV027,2025-03-28,Wellness,0
NOTE0003620,10006205,ADV029,2025-03-01,Career,0
NOTE0003621,10006208,ADV008,2025-02-02,Wellness,0
NOTE0003622,10006208,ADV046,2025-09-02,Wellness,1
NOTE0003623,10006211,ADV028,2025-09-03,Financial,1
NOTE0003624,10006211,ADV007,2025-02-07,Financial,0
NOTE0003625,10006211,ADV042,2025-10-02,Financial,0
NOTE0003626,10006212,ADV050,2025-03-03,Wellness,0
NOTE0003627,10006215,ADV009,2025-10-03,Academic,0
NOTE0003628,10006215,ADV046,2025-03-20,Academic,1
NOTE0003629,10006219,ADV032,2025-09-25,Wellness,0
NOTE0003630,10006220,ADV044,2025-03-19,Wellness,0
NOTE0003631,10006221,ADV029,2025-03-11,Academic,0
NOTE0003632,10006221,ADV014,2025-10-03,Career,1
NOTE0003633,10006223,ADV028,2025-09-04,Career,0
NOTE0003634,10006226,ADV029,2025-09-28,Academic,0
NOTE0003635,10006227,ADV002,2025-03-18,Wellness,0
NOTE0003636,10006228,ADV029,2025-10-15,Career,0
NOTE0003637,10006234,ADV004,2025-10-17,Financial,0
NOTE0003638,10006236,ADV012,2025-02-20,Academic,1
NOTE0003639,10006236,ADV024,2025-10-09,Career,0
NOTE0003640,10006236,ADV016,2025-02-04,Career,0
NOTE0003641,10006238,ADV026,2025-02-02,Academic,0
NOTE0003642,10006238,ADV004,2025-09-07,Career,0
NOTE0003643,10006239,ADV045,2025-03-20,Career,0
NOTE0003644,10006239,ADV045,2025-09-10,Financial,1
NOTE0003645,10006241,ADV005,2025-10-03,Career,1
NOTE0003646,10006243,ADV040,2025-03-11,Wellness,0
NOTE0003647,10006243,ADV013,2025-03-18,Wellness,0
NOTE0003648,10006243,ADV016,2025-02-17,Career,0
NOTE0003649,10006244,ADV049,2025-03-05,Academic,0
NOTE0003650,10006244,ADV005,2025-10-08,Career,0
NOTE0003651,10006244,ADV013,2025-03-14,Academic,0
NOTE0003652,10006245,ADV035,2025-10-25,Wellness,0
NOTE0003653,10006254,ADV045,2025-02-23,Career,0
NOTE0003654,10006254,ADV002,2025-09-21,Wellness,0
NOTE0003655,10006255,ADV002,2025-10-14,Financial,0
NOTE0003656,10006258,ADV033,2025-03-12,Wellness,0
NOTE0003657,10006261,ADV007,2025-09-05,Wellness,0
NOTE0003658,10006262,ADV017,2025-09-01,Wellness,1
NOTE0003659,10006269,ADV003,2025-09-23,Financial,0
NOTE0003660,10006273,ADV020,2025-02-15,Academic,1
NOTE0003661,10006275,ADV001,2025-10-12,Academic,1
NOTE0003662,10006276,ADV009,2025-02-06,Career,0
NOTE0003663,10006279,ADV002,2025-10-11,Wellness,0
NOTE0003664,10006281,ADV050,2025-02-27,Wellness,0
NOTE0003665,10006282,ADV004,2025-10-13,Wellness,0
NOTE0003666,10006283,ADV043,2025-10-20,Wellness,0
NOTE0003667,10006293,ADV046,2025-10-15,Academic,0
NOTE0003668,10006294,ADV045,2025-10-09,Career,1
NOTE0003669,10006296,ADV033,2025-02-28,Financial,0
NOTE0003670,10006297,ADV026,2025-10-20,Career,0
NOTE0003671,10006301,ADV022,2025-03-27,Wellness,0
NOTE0003672,10006302,ADV048,2025-03-23,Academic,1
NOTE0003673,10006304,ADV031,2025-02-01,Career,1
NOTE0003674,10006304,ADV050,2025-02-08,Wellness,1
NOTE0003675,10006309,ADV045,2025-02-22,Academic,0
NOTE0003676,10006312,ADV041,2025-10-01,Financial,0
NOTE0003677,10006313,ADV014,2025-03-07,Financial,0
NOTE0003678,10006313,ADV027,2025-10-13,Academic,1
NOTE0003679,10006316,ADV048,2025-09-07,Wellness,0
NOTE0003680,10006317,ADV009,2025-02-10,Wellness,0
NOTE0003681,10006320,ADV005,2025-09-09,Career,0
NOTE0003682,10006321,ADV033,2025-10-18,Academic,1
NOTE0003683,10006322,ADV004,2025-03-18,Financial,0
NOTE0003684,10006323,ADV050,2025-02-27,Career,0
NOTE0003685,10006323,ADV040,2025-03-28,Career,0
NOTE0003686,10006326,ADV007,2025-10-20,Academic,1
NOTE0003687,10006329,ADV005,2025-09-01,Financial,1
NOTE0003688,10006330,ADV046,2025-09-07,Academic,0
NOTE0003689,10006330,ADV036,2025-10-17,Academic,0
NOTE0003690,10006331,ADV047,2025-09-01,Wellness,1
NOTE0003691,10006334,ADV050,2025-09-18,Academic,0
NOTE0003692,10006338,ADV045,2025-09-12,Financial,1
NOTE0003693,10006338,ADV045,2025-10-26,Academic,0
NOTE0003694,10006339,ADV024,2025-02-01,Academic,1
NOTE0003695,10006340,ADV025,2025-02-27,Financial,0
NOTE0003696,10006340,ADV013,2025-09-05,Wellness,0
NOTE0003697,10006341,ADV015,2025-03-02,Career,1
NOTE0003698,10006342,ADV013,2025-09-18,Financial,1
NOTE0003699,10006342,ADV032,2025-03-28,Financial,0
NOTE0003700,10006342,ADV034,2025-09-08,Wellness,1
NOTE0003701,10006343,ADV015,2025-02-20,Financial,0
NOTE0003702,10006346,ADV040,2025-09-18,Career,1
NOTE0003703,10006348,ADV012,2025-10-15,Wellness,0
NOTE0003704,10006350,ADV017,2025-02-03,Career,1
NOTE0003705,10006353,ADV012,2025-03-09,Academic,1
NOTE0003706,10006353,ADV048,2025-02-21,Financial,0
NOTE0003707,10006353,ADV037,2025-03-03,Career,1
NOTE0003708,10006356,ADV019,2025-02-07,Wellness,1
NOTE0003709,10006357,ADV021,2025-03-17,Academic,0
NOTE0003710,10006359,ADV042,2025-10-04,Career,0
NOTE0003711,10006360,ADV025,2025-03-13,Academic,0
NOTE0003712,10006362,ADV036,2025-02-07,Financial,1
NOTE0003713,10006363,ADV025,2025-02-13,Wellness,0
NOTE0003714,10006366,ADV044,2025-02-08,Wellness,1
NOTE0003715,10006369,ADV043,2025-09-24,Wellness,0
NOTE0003716,10006370,ADV004,2025-02-17,Wellness,0
NOTE0003717,10006371,ADV009,2025-09-17,Career,1
NOTE0003718,10006376,ADV001,2025-09-21,Academic,0
NOTE0003719,10006378,ADV012,2025-03-21,Career,0
NOTE0003720,10006381,ADV032,2025-10-04,Academic,0
NOTE0003721,10006384,ADV048,2025-10-05,Academic,1
NOTE0003722,10006385,ADV031,2025-02-15,Academic,1
NOTE0003723,10006387,ADV003,2025-09-16,Wellness,0
NOTE0003724,10006387,ADV048,2025-03-07,Financial,0
NOTE0003725,10006387,ADV002,2025-09-28,Academic,0
NOTE0003726,10006391,ADV046,2025-09-10,Financial,1
NOTE0003727,10006391,ADV020,2025-09-12,Academic,0
NOTE0003728,10006392,ADV020,2025-02-02,Financial,1
NOTE0003729,10006396,ADV039,2025-02-17,Career,1
NOTE0003730,10006396,ADV041,2025-02-20,Wellness,0
NOTE0003731,10006406,ADV037,2025-02-03,Financial,0
NOTE0003732,10006408,ADV034,2025-02-09,Career,0
NOTE0003733,10006411,ADV009,2025-09-11,Wellness,0
NOTE0003734,10006413,ADV027,2025-03-14,Career,1
NOTE0003735,10006421,ADV035,2025-10-13,Financial,0
NOTE0003736,10006422,ADV014,2025-10-28,Wellness,1
NOTE0003737,10006423,ADV042,2025-09-12,Wellness,0
NOTE0003738,10006423,ADV012,2025-10-03,Wellness,1
NOTE0003739,10006424,ADV048,2025-10-19,Financial,0
NOTE0003740,10006424,ADV045,2025-02-25,Financial,0
NOTE0003741,10006425,ADV048,2025-10-07,Career,1
NOTE0003742,10006426,ADV018,2025-03-09,Academic,1
NOTE0003743,10006428,ADV013,2025-09-16,Financial,0
NOTE0003744,10006428,ADV003,2025-09-07,Financial,0
NOTE0003745,10006431,ADV038,2025-10-10,Wellness,0
NOTE0003746,10006436,ADV047,2025-09-10,Wellness,0
NOTE0003747,10006436,ADV005,2025-09-25,Career,1
NOTE0003748,10006438,ADV032,2025-03-02,Career,0
NOTE0003749,10006438,ADV014,2025-02-06,Career,1
NOTE0003750,10006439,ADV035,2025-10-06,Wellness,0
NOTE0003751,10006447,ADV011,2025-09-23,Career,0
